WKT;ADDRESS;OPEN YEAR;OPEN MONTH;TYPE;Description;Merchandise Type
POINT (1396123.651 4990420.137);VIA CLAUDIO LUIGI BERTHOLLET 9/F;2012;4;ALTRO;Somministrazione;Nessuna
POINT (1396123.651 4990420.137);VIA CLAUDIO LUIGI BERTHOLLET 9/F;2007;5;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396123.651 4990420.137);VIA CLAUDIO LUIGI BERTHOLLET 9/F;1992;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396145.943 4990394.786);VIA CLAUDIO LUIGI BERTHOLLET 10;2017;5;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396145.943 4990394.786);VIA CLAUDIO LUIGI BERTHOLLET 10;2016;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Farmacia
POINT (1396145.943 4990394.786);VIA CLAUDIO LUIGI BERTHOLLET 10;2016;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396145.943 4990394.786);VIA CLAUDIO LUIGI BERTHOLLET 10;2010;9;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396133.416 4990414.975);VIA CLAUDIO LUIGI BERTHOLLET 11/B;2012;7;ALTRO;Somministrazione;Nessuna
POINT (1395938.652 4990151.41);CORSO GUGLIELMO MARCONI 5/F;2013;8;ALTRO;Somministrazione;Nessuna
POINT (1396145.668 4990408.372);VIA CLAUDIO LUIGI BERTHOLLET 13;2008;7;.;Acconciatori/estetisti;Nessuna
POINT (1395938.652 4990151.41);CORSO GUGLIELMO MARCONI 5/F;2014;7;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396138.632 4990412.218);VIA CLAUDIO LUIGI BERTHOLLET 13/A;2012;6;ALTRO;DIA di somministrazione;Nessuna
POINT (1396202.421 4990365.131);VIA CLAUDIO LUIGI BERTHOLLET 14;1996;7;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396210.698 4990360.791);VIA CLAUDIO LUIGI BERTHOLLET 14/G;1995;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396224.161 4990353.731);VIA CLAUDIO LUIGI BERTHOLLET 16/E;2016;5;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396106.407 4990074.143);CORSO GUGLIELMO MARCONI 15;1997;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396187.61 4990024.833);CORSO GUGLIELMO MARCONI 19/P;2006;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Quotidiani e periodici
POINT (1396224.161 4990353.731);VIA CLAUDIO LUIGI BERTHOLLET 16/E;2005;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396187.61 4990024.833);CORSO GUGLIELMO MARCONI 19/P;2006;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Cartolerie
POINT (1396476.179 4990277.548);VIA ORMEA 14;2012;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Mobili
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2016;8;ALTRO;Somministrazione;Nessuna
POINT (1396476.179 4990277.548);VIA ORMEA 14;2012;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vendita al dettaglio di cose antiche ed usate
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2014;2;.;Somministrazione;Nessuna
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2014;10;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2010;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Elettronica
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2010;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vendita al dettaglio di cose antiche ed usate
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2006;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396105.8182754 4990623.8121111);VIA S. PIO V 0/M;2016;9;ALTRO;DIA di somministrazione;Nessuna
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2001;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396084.60456895 4990424.51155586);VIA CLAUDIO LUIGI BERTHOLLET 6;2000;5;ALIMENTARI;PICCOLE STRUTTURE;Pasticceria
POINT (1396080.0231687 4990429.62554975);VIA CLAUDIO LUIGI BERTHOLLET 6/C;2016;10;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396080.0231687 4990429.62554975);VIA CLAUDIO LUIGI BERTHOLLET 6/C;2016;10;MISTA;PICCOLE STRUTTURE;Bibite
POINT (1396111.31 4990413.233);VIA CLAUDIO LUIGI BERTHOLLET 8;2012;10;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396105.249 4990429.866);VIA CLAUDIO LUIGI BERTHOLLET 9/A;2012;4;ALTRO;Somministrazione;Nessuna
POINT (1396140.97212224 4990410.98075218);VIA CLAUDIO LUIGI BERTHOLLET 13/B;2011;12;ALTRO;Somministrazione;Nessuna
POINT (1396003.238 4990470.252);VIA CLAUDIO LUIGI BERTHOLLET 2;2009;4;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396003.238 4990470.252);VIA CLAUDIO LUIGI BERTHOLLET 2;2014;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Bigiotteria
POINT (1395987.766 4990478.393);VIA CLAUDIO LUIGI BERTHOLLET 2/A;2017;5;.;Somministrazione;Nessuna
POINT (1395987.766 4990478.393);VIA CLAUDIO LUIGI BERTHOLLET 2/A;2017;5;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396643.154 4990430.213);CORSO VITTORIO EMANUELE II 3;1985;9;ALTRO;Attivita didattiche;Nessuna
POINT (1396142.257 4990662.678);VIA SALUZZO 1/G;1995;4;ALTRO;DIA di somministrazione;Nessuna
POINT (1395987.766 4990478.393);VIA CLAUDIO LUIGI BERTHOLLET 2/A;2013;7;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396147.327 4990672.974);VIA SALUZZO 1;2016;3;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396028.504 4990470.344);VIA CLAUDIO LUIGI BERTHOLLET 3/C;2007;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Phone center
POINT (1396147.327 4990672.974);VIA SALUZZO 1;2010;9;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396147.327 4990672.974);VIA SALUZZO 1;2015;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Farmacia
POINT (1396147.327 4990672.974);VIA SALUZZO 1;2015;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396147.327 4990672.974);VIA SALUZZO 1;2007;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396113.124 4990605.536);VIA SALUZZO 5;1997;9;ALTRO;Somministrazione;Nessuna
POINT (1396249.437 4990007.777);CORSO GUGLIELMO MARCONI 23/A;2016;3;ALIMENTARI;PICCOLE STRUTTURE;Gelateria
POINT (1396249.437 4990007.777);CORSO GUGLIELMO MARCONI 23/A;2007;6;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396452.397 4990531.165);CORSO VITTORIO EMANUELE II 19/B;1995;10;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396264.127 4990000.936);CORSO GUGLIELMO MARCONI 25/A;1999;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396128.27 4990382.395);VIA BELFIORE 1;2011;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Profumeria
POINT (1396128.27 4990382.395);VIA BELFIORE 1;2011;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396295.478 4989986.317);CORSO GUGLIELMO MARCONI 27/F;2006;4;ALIMENTARI;PICCOLE STRUTTURE;Panificio
POINT (1396286.601 4989990.461);CORSO GUGLIELMO MARCONI 27;2005;11;ALTRO;Somministrazione;Nessuna
POINT (1396383.467 4989973.667);CORSO GUGLIELMO MARCONI 33 scala B;2015;12;.;Somministrazione;Nessuna
POINT (1396346.886 4990586.714);CORSO VITTORIO EMANUELE II 27/B;2010;2;.;Acconciatori/estetisti;Nessuna
POINT (1396383.467 4989973.667);CORSO GUGLIELMO MARCONI 33 scala B;2006;9;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396332.106 4990594.534);CORSO VITTORIO EMANUELE II 27/G;2012;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Cartolerie
POINT (1396407.806 4990256.774);VIA CLAUDIO LUIGI BERTHOLLET 30/G;2014;7;ALTRO;Somministrazione;Nessuna
POINT (1396407.806 4990256.774);VIA CLAUDIO LUIGI BERTHOLLET 30/G;2014;6;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396410.951 4990255.121);VIA CLAUDIO LUIGI BERTHOLLET 30/H;2012;7;ALIMENTARI;PICCOLE STRUTTURE;Gelateria
POINT (1396408.651 4990269.622);VIA CLAUDIO LUIGI BERTHOLLET 33/A;2010;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Mobili
POINT (1396422.973 4990262.112);VIA CLAUDIO LUIGI BERTHOLLET 35/A;2010;10;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396434.146 4990256.255);VIA CLAUDIO LUIGI BERTHOLLET 35/D;2010;11;EXTRALIMENTARI;COSE ANTICHE E USATE;Oggetti preziosi
POINT (1396447.011 4990249.509);VIA CLAUDIO LUIGI BERTHOLLET 37;2017;8;ALTRO;DIA di somministrazione;Nessuna
POINT (1396475.745 4990220.466);VIA CLAUDIO LUIGI BERTHOLLET 38;2012;6;.;Acconciatori/estetisti;Nessuna
POINT (1396464.572 4990226.365);VIA CLAUDIO LUIGI BERTHOLLET 38/A;2012;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Profumeria
POINT (1396282.442 4990336.146);VIA CLAUDIO LUIGI BERTHOLLET 25/A;2011;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396321.042 4990315.966);VIA CLAUDIO LUIGI BERTHOLLET 27/E;2002;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Elettronica
POINT (1396285.979 4990320.844);VIA CLAUDIO LUIGI BERTHOLLET 20/C;2001;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396290.157 4990318.636);VIA CLAUDIO LUIGI BERTHOLLET 20/D;2015;3;.;Somministrazione;Nessuna
POINT (1396302.156 4990312.293);VIA CLAUDIO LUIGI BERTHOLLET 22/B;2008;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396261.003 4990347.433);VIA CLAUDIO LUIGI BERTHOLLET 23/F;2016;9;.;Somministrazione;Nessuna
POINT (1396261.003 4990347.433);VIA CLAUDIO LUIGI BERTHOLLET 23/F;2011;11;MISTA;PICCOLE STRUTTURE;Alimentari
POINT (1396376.869 4989948.78);CORSO GUGLIELMO MARCONI 33/E;2013;7;.;Somministrazione;Nessuna
POINT (1396261.003 4990347.433);VIA CLAUDIO LUIGI BERTHOLLET 23/F;2011;11;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396350.395 4990340.983);PIAZZA MADAMA CRISTINA 4;2005;10;ALTRO;Somministrazione;Nessuna
POINT (1396348.225 4990336.794);PIAZZA MADAMA CRISTINA 6;2017;1;.;Somministrazione;Nessuna
POINT (1396393.024 4990296.418);PIAZZA MADAMA CRISTINA 7;1999;10;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396083.665 4990572.929);VIA SALUZZO 10;1995;2;ALTRO;Somministrazione;Nessuna
POINT (1396076.74 4990526.991);VIA SALUZZO 11/G;2010;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Opere d'arte
POINT (1396066.883 4990500.71);VIA SALUZZO 11 bis;2013;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Casalinghi - Igiene casa e persona
POINT (1396066.883 4990500.71);VIA SALUZZO 11 bis;2010;7;ALIMENTARI;FORME SPECIALI DI VENDITA;Alimentari
POINT (1396062.048 4990487.879);VIA SALUZZO 13;2015;3;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396033.828 4990513.6);VIA SALUZZO 14 scala B;2016;3;MISTA;PICCOLE STRUTTURE;Macelleria
POINT (1396033.828 4990513.6);VIA SALUZZO 14 scala B;2016;3;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396056.441 4990505.505);VIA SALUZZO 14/E;2015;4;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396284.077 4990619.888);CORSO VITTORIO EMANUELE II 35/C;2004;5;ALTRO;Somministrazione;Nessuna
POINT (1396056.285 4990472.358);VIA SALUZZO 15;1987;10;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396284.077 4990619.888);CORSO VITTORIO EMANUELE II 35/C;2016;4;ALIMENTARI;PICCOLE STRUTTURE;Pasticceria
POINT (1396056.285 4990472.358);VIA SALUZZO 15;2011;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396284.077 4990619.888);CORSO VITTORIO EMANUELE II 35/C;2009;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Casalinghi - Igiene casa e persona
POINT (1396056.285 4990472.358);VIA SALUZZO 15;1987;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396416.678 4990265.413);VIA CLAUDIO LUIGI BERTHOLLET 33/C;1988;6;ALTRO;Somministrazione;Nessuna
POINT (1396056.285 4990472.358);VIA SALUZZO 15;2001;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Elettronica
POINT (1396049.99 4990488.152);VIA SALUZZO 16/C;2005;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Articoli pr la casa
POINT (1396441.215 4990252.548);VIA CLAUDIO LUIGI BERTHOLLET 37/B;2006;11;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396269.92 4990627.331);CORSO VITTORIO EMANUELE II 37/B;2010;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Elettrodomestici e/o ricambi
POINT (1396047.716 4990482.035);VIA SALUZZO 16/E;2015;4;ALIMENTARI;PICCOLE STRUTTURE;Macelleria
POINT (1396455.761 4990244.921);VIA CLAUDIO LUIGI BERTHOLLET 37/F;2005;12;MISTA;PICCOLE STRUTTURE;Gastronomia
POINT (1396256.383 4990634.448);CORSO VITTORIO EMANUELE II 39/A;2017;12;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396041.998 4990431.783);VIA SALUZZO 17;2004;3;ALTRO;Somministrazione;Nessuna
POINT (1396455.761 4990244.921);VIA CLAUDIO LUIGI BERTHOLLET 37/F;2005;12;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396251.626 4990636.948);CORSO VITTORIO EMANUELE II 39;2011;7;ALTRO;DIA di somministrazione;Nessuna
POINT (1396041.998 4990431.783);VIA SALUZZO 17;2017;6;.;Somministrazione;Nessuna
POINT (1396036.338 4990412.111);VIA SALUZZO 19/B;2011;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Telefonia
POINT (1396240.394 4990642.853);CORSO VITTORIO EMANUELE II 41/B;2006;9;.;Somministrazione;Nessuna
POINT (1395960.549 4990141.315);CORSO GUGLIELMO MARCONI 7/A;2017;6;.;Somministrazione;Nessuna
POINT (1396116.334 4990701.619);CORSO VITTORIO EMANUELE II 47/H;2011;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1395983.099 4990130.922);CORSO GUGLIELMO MARCONI 9/A;2013;3;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396202.243 4990473.936);VIA BERNARDINO GALLIARI 10 bis scala A;2011;3;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396166.256 4990046.59);CORSO GUGLIELMO MARCONI 17/I;1986;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396316.686 4990304.614);VIA CLAUDIO LUIGI BERTHOLLET 24/B;2015;4;.;Somministrazione;Nessuna
POINT (1396193.495 4990033.933);CORSO GUGLIELMO MARCONI 19/F;1998;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396288.939 4989989.369);CORSO GUGLIELMO MARCONI 27/D;2011;5;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1395898.922 4990191.094);CORSO GUGLIELMO MARCONI 1/E;2010;5;.;Somministrazione;Nessuna
POINT (1396121.917 4990615.257);VIA S. PIO V 2/A;1984;4;ALTRO;Somministrazione;Nessuna
POINT (1396139.713 4990605.925);VIA S. PIO V 2/H;2012;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Quotidiani e periodici
POINT (1396139.713 4990605.925);VIA S. PIO V 2/H;2012;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Tabacchi
POINT (1396426.415 4990361.212);PIAZZA MADAMA CRISTINA 1/A;2014;8;.;Somministrazione;Nessuna
POINT (1396157.75 4990596.784);VIA S. PIO V 4;1987;3;ALTRO;Somministrazione;Nessuna
POINT (1396420.368 4990349.5);PIAZZA MADAMA CRISTINA 1;2017;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396446.234 4990366.807);VIA BERNARDINO GALLIARI 23/L;2012;7;ALIMENTARI;PICCOLE STRUTTURE;Frutta e verdura
POINT (1396198.795 4990574.765);VIA S. PIO V 6/F;2009;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Telefonia
POINT (1396420.368 4990349.5);PIAZZA MADAMA CRISTINA 1;1985;7;ALIMENTARI;PICCOLE STRUTTURE;Macelleria
POINT (1396453.128 4990363.179);VIA BERNARDINO GALLIARI 25/B;2004;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Librerie
POINT (1396198.795 4990574.765);VIA S. PIO V 6/F;1999;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396470.625 4990340.751);VIA BERNARDINO GALLIARI 26;2014;4;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1396198.523 4990484.392);VIA BERNARDINO GALLIARI 10 bis/A;2014;1;.;Somministrazione;Nessuna
POINT (1396449.955 4989977.703);VIA CESARE LOMBROSO 30/F;2008;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vendita al dettaglio di cose antiche ed usate
POINT (1396449.955 4989977.703);VIA CESARE LOMBROSO 30/F;2008;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396153.348 4990404.438);VIA CLAUDIO LUIGI BERTHOLLET 13/D;2013;6;ALTRO;Somministrazione;Nessuna
POINT (1396153.348 4990404.438);VIA CLAUDIO LUIGI BERTHOLLET 13/D;1996;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396215.994 4990358.013);VIA CLAUDIO LUIGI BERTHOLLET 16/B;2006;1;EXTRALIMENTARI;COSE ANTICHE E USATE;Autoveicoli e motoveicoli
POINT (1396215.994 4990358.013);VIA CLAUDIO LUIGI BERTHOLLET 16/B;2001;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396230.647 4990350.33);VIA CLAUDIO LUIGI BERTHOLLET 16;2017;1;.;Acconciatori/estetisti;Nessuna
POINT (1396204.989 4990377.204);VIA CLAUDIO LUIGI BERTHOLLET 17/F;2011;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Tabacchi
POINT (1396204.989 4990377.204);VIA CLAUDIO LUIGI BERTHOLLET 17/F;2011;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Quotidiani e periodici
POINT (1396245.583 4990342.498);VIA CLAUDIO LUIGI BERTHOLLET 18;2011;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396245.583 4990342.498);VIA CLAUDIO LUIGI BERTHOLLET 18;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396227.31 4990365.341);VIA CLAUDIO LUIGI BERTHOLLET 19;2000;5;ALTRO;Somministrazione;Nessuna
POINT (1396227.31 4990365.341);VIA CLAUDIO LUIGI BERTHOLLET 19;2000;5;ALIMENTARI;PICCOLE STRUTTURE;Alimentari annessi ad altra attivita
POINT (1396296.9 4990315.071);VIA CLAUDIO LUIGI BERTHOLLET 20/F;1997;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396304.937 4990310.824);VIA CLAUDIO LUIGI BERTHOLLET 22;2002;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396245.041 4990355.917);VIA CLAUDIO LUIGI BERTHOLLET 23/A;2007;4;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396245.041 4990355.917);VIA CLAUDIO LUIGI BERTHOLLET 23/A;2002;7;ALIMENTARI;PICCOLE STRUTTURE;Pasticceria
POINT (1396026.293 4990377.616);VIA SALUZZO 21/E;2016;9;.;Somministrazione;Nessuna
POINT (1396200.299 4990619.815);VIA GOITO 3/A;1994;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Oggetti preziosi
POINT (1396026.36 4990416.608);VIA SALUZZO 22;2012;5;.;Acconciatori/estetisti;Nessuna
POINT (1396184.152 4990614.688);VIA GOITO 4;2017;1;.;Somministrazione;Nessuna
POINT (1396019.284 4990353.546);VIA SALUZZO 23/E;2017;2;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396172.052 4990565.305);VIA GOITO 7/A;1999;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396021.279 4990360.572);VIA SALUZZO 23;2011;1;ALTRO;DIA di somministrazione;Nessuna
POINT (1396159.893 4990541.406);VIA GOITO 9/C;2015;7;ALTRO;DIA di somministrazione;Nessuna
POINT (1396014.152 4990336.185);VIA SALUZZO 23 bis;2017;9;.;Somministrazione;Nessuna
POINT (1396159.893 4990541.406);VIA GOITO 9/C;2013;6;ALTRO;Somministrazione;Nessuna
POINT (1396014.152 4990336.185);VIA SALUZZO 23 bis;2008;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Cartolerie
POINT (1396159.893 4990541.406);VIA GOITO 9/C;2013;2;ALIMENTARI;PICCOLE STRUTTURE;Gastronomia
POINT (1396095.058 4990669.811);VIA NIZZA 3/C;2013;4;ALIMENTARI;PICCOLE STRUTTURE;Bibite
POINT (1395979.66143939 4990216.35774921);VIA SALUZZO 29;1991;2;EXTRALIMENTARI;MEDIE STRUTTURE;Extralimentari
POINT (1396156.478 4990534.692);VIA GOITO 9;2009;6;ALTRO;DIA di somministrazione;Nessuna
POINT (1396085.999 4990652.714);VIA NIZZA 3/H;2007;6;.;Somministrazione;Nessuna
POINT (1396013.136 4990370.419);VIA SALUZZO 30/D;2015;4;ALTRO;Somministrazione;Nessuna
POINT (1396156.478 4990534.692);VIA GOITO 9;2009;6;.;Somministrazione;Nessuna
POINT (1396085.999 4990652.714);VIA NIZZA 3/H;2012;3;.;Somministrazione;Nessuna
POINT (1396010.379 4990360.967);VIA SALUZZO 30/F;2012;8;ALTRO;Somministrazione;Nessuna
POINT (1396156.478 4990534.692);VIA GOITO 9;2009;7;ALIMENTARI;PICCOLE STRUTTURE;Alimentari annessi ad altra attivita
POINT (1396071.323 4990625.752);VIA NIZZA 5/D;2016;4;.;Somministrazione;Nessuna
POINT (1395974.166 4990197.685);VIA SALUZZO 31/A;2016;12;ALIMENTARI;PICCOLE STRUTTURE;Alimentari
POINT (1396138.30260417 4990498.83333333);VIA GOITO 11;1974;5;ALTRO;DIA di somministrazione;Nessuna
POINT (1396071.323 4990625.752);VIA NIZZA 5/D;2013;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Bigiotteria
POINT (1395971.435 4990188.407);VIA SALUZZO 31/C;2016;1;MISTA;PICCOLE STRUTTURE;Alimentari
POINT (1396068.842 4990623.53);VIA NIZZA 5;2011;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1395971.435 4990188.407);VIA SALUZZO 31/C;2016;1;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396068.842 4990623.53);VIA NIZZA 5;1992;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396475.684 4990351.306);VIA BERNARDINO GALLIARI 27;1975;1;EXTRALIMENTARI;MEDIE STRUTTURE;Extralimentari
POINT (1396324.89264748 4990521.47221781);VIA S. PIO V 11/F;2016;5;ALTRO;Somministrazione;Nessuna
POINT (1395971.435 4990188.407);VIA SALUZZO 31/C;2011;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Telefonia
POINT (1396068.842 4990623.53);VIA NIZZA 5;2003;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396475.684 4990351.306);VIA BERNARDINO GALLIARI 27;1979;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1395971.435 4990188.407);VIA SALUZZO 31/C;2007;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Non alimentari annessi ad altre attivita
POINT (1396491.687 4990329.647);VIA BERNARDINO GALLIARI 28/C;1995;7;ALTRO;Somministrazione;Nessuna
POINT (1395987.5 4990344.507);VIA SALUZZO 32 scala A;2014;8;ALTRO;Somministrazione;Nessuna
POINT (1396489.625 4990343.968);VIA BERNARDINO GALLIARI 29/A;2004;10;ALIMENTARI;PICCOLE STRUTTURE;Pizza al taglio
POINT (1395987.5 4990344.507);VIA SALUZZO 32 scala A;2013;12;MISTA;PICCOLE STRUTTURE;Alimentari
POINT (1396190.395 4990502.076);VIA BERNARDINO GALLIARI 9;2001;1;ALIMENTARI;PICCOLE STRUTTURE;Pasticceria
POINT (1395987.5 4990344.507);VIA SALUZZO 32 scala A;2013;12;MISTA;PICCOLE STRUTTURE;Extralimentari
POINT (1396209.557 4990491.993);VIA BERNARDINO GALLIARI 11/D;2007;7;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396210.832 4990568.409);VIA S. PIO V 8;1980;9;ALTRO;Somministrazione;Nessuna
POINT (1396308.917 4990516.635);VIA S. PIO V 14/D;1994;2;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396390.216 4990473.542);VIA S. PIO V 20/F;2012;2;MISTA;PICCOLE STRUTTURE;Mista
POINT (1396561.148 4990473.514);CORSO VITTORIO EMANUELE II 9;2016;9;.;Somministrazione;Nessuna
POINT (1396561.148 4990473.514);CORSO VITTORIO EMANUELE II 9;2016;7;ALTRO;Acconciatori/estetisti;Nessuna
POINT (1396561.148 4990473.514);CORSO VITTORIO EMANUELE II 9;2016;9;ALIMENTARI;PICCOLE STRUTTURE;217
POINT (1396561.148 4990473.514);CORSO VITTORIO EMANUELE II 9;2016;7;EXTRALIMENTARI;PICCOLE STRUTTURE;208
POINT (1396561.148 4990473.514);CORSO VITTORIO EMANUELE II 9;1993;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Extralimentari
POINT (1396319.554 4990303.098);VIA CLAUDIO LUIGI BERTHOLLET 24/C;2001;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Abbigliamento
POINT (1396322.217 4990301.69);VIA CLAUDIO LUIGI BERTHOLLET 24;2008;7;ALTRO;Somministrazione;Nessuna
