,name,coordinates,freguesia,concelho,cidade
1899,votingImage458,"('38.76056293724127', '-9.115541954547579')",Olivais,Lisboa,Lisboa
1900,votingImage459,"('38.75907263330797', '-9.120391904995184')",Marvila,Lisboa,Lisboa
1901,votingImage46,"('38.76188573433407', '-9.157423377979898')",Lumiar,Lisboa,Lisboa
1902,votingImage460,"('38.78370511016381', '-9.17653634251455')",None,Lisboa,None
1903,votingImage461,"('38.76866418383323', '-9.123732513140688')",Olivais,Lisboa,Lisboa
1904,votingImage462,"('38.74417415284463', '-9.13750514887057')",None,Lisboa,Lisboa
1905,votingImage463,"('38.74009215104586', '-9.155919339273924')",São Sebastião da Pedreira,Lisboa,Lisboa
1906,votingImage464,"('38.74835958147041', '-9.124446172747525')",None,Lisboa,Lisboa
1907,votingImage465,"('38.73632357710114', '-9.154394928991366')",São Sebastião da Pedreira,Lisboa,Lisboa
1908,votingImage466,"('38.7673059', '-9.1555602')",Lumiar,Lisboa,Lisboa
1909,votingImage467,"('38.7656168', '-9.1722921')",Lumiar,Lisboa,Lisboa
1910,votingImage468,"('38.741537', '-9.1392316')",None,Lisboa,Lisboa
1911,votingImage469,"('38.76206847251532', '-9.111303033296512')",Olivais,Lisboa,Lisboa
1912,votingImage47,"('38.78386577535082', '-9.16319452185179')",None,Lisboa,Lisboa
1913,votingImage470,"('38.72824696843716', '-9.176263206297172')",Campolide,Lisboa,Lisboa
1914,votingImage471,"('38.7743074', '-9.1560901')",Lumiar,Lisboa,Lisboa
1915,votingImage472,"('38.72031355644869', '-9.157994763881788')",Santa Isabel,Lisboa,Lisboa
1916,votingImage473,"('38.74753909256656', '-9.13259492461826')",Alvalade,Lisboa,Lisboa
1917,votingImage474,"('38.77760924765935', '-9.163446877896632')",Lumiar,Lisboa,Lisboa
1918,votingImage475,"('38.7554521', '-9.1559472')",None,Lisboa,Lisboa
1919,votingImage476,"('38.76770568311905', '-9.113700268171558')",Olivais,Lisboa,Lisboa
1920,votingImage477,"('38.7596793', '-9.1666127')",Lumiar,Lisboa,Lisboa
1921,votingImage478,"('38.7739871', '-9.1687982')",Lumiar,Lisboa,Lisboa
1922,votingImage479,"('38.77147871031831', '-9.146748595744997')",Charneca,Lisboa,Lisboa
1923,votingImage48,"('38.77944796937388', '-9.186619249920856')",None,Lisboa,Pontinha e Famões
1924,votingImage480,"('38.73899775028065', '-9.173730540913798')",None,Lisboa,Lisboa
1925,votingImage481,"('38.74392969884148', '-9.11675733480983')",Marvila,Lisboa,Lisboa
1926,votingImage482,"('38.7302612', '-9.1551903')",São Sebastião da Pedreira,Lisboa,Lisboa
1927,votingImage483,"('38.7645504', '-9.1886922')",Carnide,Lisboa,Lisboa
1928,votingImage484,"('38.75011341404322', '-9.166909852461341')",São Domingos de Benfica,Lisboa,Lisboa
1929,votingImage485,"('38.78301844761508', '-9.145519102587308')",Charneca,Lisboa,Lisboa
1930,votingImage486,"('38.74730448733987', '-9.131044149480541')",Alvalade,Lisboa,Lisboa
1931,votingImage487,"('38.768908090751', '-9.181139715179828')",Carnide,Lisboa,Lisboa
1932,votingImage488,"('38.76292367004384', '-9.114642180691378')",Olivais,Lisboa,Lisboa
1933,votingImage489,"('38.77543569146399', '-9.190378213809176')",None,Lisboa,Pontinha e Famões
1934,votingImage49,"('38.77404207938618', '-9.116841416397031')",Olivais,Lisboa,Lisboa
1935,votingImage490,"('38.72797891832956', '-9.16406919022085')",Campolide,Lisboa,Lisboa
1936,votingImage491,"('38.75919104679706', '-9.16369312542616')",Lumiar,Lisboa,Lisboa
1937,votingImage492,"('38.77570016365078', '-9.120607822505937')",Olivais,Lisboa,Lisboa
1938,votingImage493,"('38.76433153276522', '-9.188873823615303')",Carnide,Lisboa,Lisboa
1939,votingImage494,"('38.74345722747269', '-9.139632765246581')",None,Lisboa,Lisboa
1940,votingImage495,"('38.74505859031319', '-9.152150177285233')",None,Lisboa,Lisboa
1941,votingImage496,"('38.75226604789255', '-9.158109576401126')",None,Lisboa,Lisboa
1942,votingImage497,"('38.722837', '-9.1612314')",Santa Isabel,Lisboa,Lisboa
1943,votingImage498,"('38.73313835003221', '-9.16509576586197')",Campolide,Lisboa,Lisboa
1944,votingImage499,"('38.7320434', '-9.1695497')",Campolide,Lisboa,Lisboa
1945,votingImage5,"('38.74792028587157', '-9.150743978870837')",None,Lisboa,Lisboa
1946,votingImage50,"('38.73333051939326', '-9.18550733330614')",None,Lisboa,Lisboa
1947,votingImage500,"('38.7498185', '-9.165236')",São Domingos de Benfica,Lisboa,Lisboa
1948,votingImage501,"('38.73823056324872', '-9.17102166538761')",Campolide,Lisboa,Lisboa
1949,votingImage502,"('38.74923551900542', '-9.169893296056742')",São Domingos de Benfica,Lisboa,Lisboa
1950,votingImage503,"('38.7525733', '-9.1132862')",Marvila,Lisboa,Lisboa
1951,votingImage504,"('38.7696608', '-9.1506457')",Lumiar,Lisboa,Lisboa
1952,votingImage505,"('38.74767535349204', '-9.152401164139603')",None,Lisboa,Lisboa
1953,votingImage506,"('38.75018754179793', '-9.169772980484616')",São Domingos de Benfica,Lisboa,Lisboa
1954,votingImage507,"('38.74217621641191', '-9.166976787916953')",São Domingos de Benfica,Lisboa,Lisboa
1955,votingImage508,"('38.74580589875259', '-9.168339613543186')",São Domingos de Benfica,Lisboa,Lisboa
1956,votingImage509,"('38.7290612', '-9.1245492')",Penha de França,Lisboa,Lisboa
1957,votingImage51,"('38.73786070894023', '-9.17277956544005')",Campolide,Lisboa,Lisboa
1958,votingImage510,"('38.77191687682498', '-9.193906465847283')",None,Lisboa,Pontinha e Famões
1959,votingImage511,"('38.75024287071274', '-9.15827141012854')",None,Lisboa,Lisboa
1960,votingImage512,"('38.7710546', '-9.1622033')",Lumiar,Lisboa,Lisboa
1961,votingImage513,"('38.78436140663431', '-9.146190344706097')",Charneca,Lisboa,Lisboa
1962,votingImage514,"('38.7462736409049', '-9.118917594740395')",Marvila,Lisboa,Lisboa
1963,votingImage515,"('38.7453927', '-9.113193')",Marvila,Lisboa,Lisboa
1964,votingImage516,"('38.74210023519437', '-9.112126999629858')",Marvila,Lisboa,Lisboa
1965,votingImage517,"('38.7547903', '-9.1118309')",Marvila,Lisboa,Lisboa
1966,votingImage518,"('38.7848323', '-9.174419')",None,Lisboa,None
1967,votingImage519,"('38.77387710602564', '-9.155310711193525')",Lumiar,Lisboa,Lisboa
1968,votingImage52,"('38.77153171704628', '-9.12674852534361')",Olivais,Lisboa,Lisboa
1969,votingImage520,"('38.7627848', '-9.1323409')",São João de Brito,Lisboa,Lisboa
1970,votingImage521,"('38.73751423053373', '-9.156363466980398')",São Sebastião da Pedreira,Lisboa,Lisboa
1971,votingImage522,"('38.7495192006711', '-9.142104574964435')",Alvalade,Lisboa,Lisboa
1972,votingImage523,"('38.74484838216429', '-9.186712488049437')",None,Lisboa,Lisboa
1973,votingImage524,"('38.73327471265409', '-9.1311165518304')",Penha de França,Lisboa,Lisboa
1974,votingImage525,"('38.77890533976292', '-9.141682086346611')",Charneca,Lisboa,Lisboa
1975,votingImage526,"('38.78592270317031', '-9.131001596448993')",None,Lisboa,Sacavém e Prior Velho
1976,votingImage527,"('38.74060506249008', '-9.160059593733251')",São Domingos de Benfica,Lisboa,Lisboa
1977,votingImage528,"('38.76293200525772', '-9.195398952322678')",Carnide,Lisboa,Lisboa
1978,votingImage529,"('38.73096350181023', '-9.137637306749298')",Arroios,Lisboa,Lisboa
1979,votingImage53,"('38.73823225394887', '-9.141027037948671')",None,Lisboa,Lisboa
1980,votingImage530,"('38.77648724410187', '-9.188300988181402')",None,Lisboa,Pontinha e Famões
1981,votingImage531,"('38.73346076455972', '-9.162999412533765')",Campolide,Lisboa,Lisboa
1982,votingImage532,"('38.7669153', '-9.120695')",Olivais,Lisboa,Lisboa
1983,votingImage533,"('38.77780442144058', '-9.173071312074097')",Lumiar,Lisboa,Lisboa
1984,votingImage534,"('38.7667298', '-9.1110232')",Olivais,Lisboa,Lisboa
1985,votingImage535,"('38.75062194458094', '-9.148768763795442')",Alvalade,Lisboa,Lisboa
1986,votingImage536,"('38.76701313231944', '-9.19361706805373')",Carnide,Lisboa,Lisboa
1987,votingImage537,"('38.7355486', '-9.1185001')",Beato,Lisboa,Lisboa
1988,votingImage538,"('38.7810318', '-9.1410588')",Charneca,Lisboa,Lisboa
1989,votingImage539,"('38.74923658611792', '-9.154660234932448')",Alvalade,Lisboa,Lisboa
1990,votingImage54,"('38.746153936863', '-9.121669481500376')",Marvila,Lisboa,Lisboa
1991,votingImage540,"('38.73807599028608', '-9.121957695187557')",Beato,Lisboa,Lisboa
1992,votingImage541,"('38.75195625514659', '-9.196676137871194')",Benfica,Lisboa,Lisboa
1993,votingImage542,"('38.7427991', '-9.1330796')",None,Lisboa,Lisboa
1994,votingImage543,"('38.74612175094054', '-9.17754642044665')",São Domingos de Benfica,Lisboa,Lisboa
1995,votingImage544,"('38.78066272926434', '-9.160353827023638')",Charneca,Lisboa,Lisboa
1996,votingImage545,"('38.77766923413466', '-9.147516447472604')",Charneca,Lisboa,Lisboa
1997,votingImage546,"('38.73954125963413', '-9.163067142650831')",São Domingos de Benfica,Lisboa,Lisboa
1998,votingImage547,"('38.7711606', '-9.1555167')",Lumiar,Lisboa,Lisboa
1999,votingImage548,"('38.7530507', '-9.1543084')",São João de Brito,Lisboa,Lisboa
2000,votingImage549,"('38.78372268439679', '-9.158183088210873')",Charneca,Lisboa,Lisboa
2001,votingImage55,"('38.7432648', '-9.1360059')",None,Lisboa,Lisboa
2002,votingImage550,"('38.78280418290208', '-9.181090711248629')",None,Lisboa,None
2003,votingImage551,"('38.78431847656528', '-9.180209325815756')",None,Lisboa,None
2004,votingImage552,"('38.75324389829227', '-9.189380131505942')",Benfica,Lisboa,Lisboa
2005,votingImage553,"('38.7258692', '-9.1730721')",Campolide,Lisboa,Lisboa
2006,votingImage554,"('38.7619578', '-9.1368518')",São João de Brito,Lisboa,Lisboa
2007,votingImage555,"('38.7674525', '-9.1467525')",None,Lisboa,Lisboa
2008,votingImage556,"('38.7233307', '-9.1362071')",Arroios,Lisboa,Lisboa
2009,votingImage557,"('38.75504020947756', '-9.158365705644421')",None,Lisboa,Lisboa
2010,votingImage558,"('38.7763588', '-9.1641843')",Lumiar,Lisboa,Lisboa
2011,votingImage559,"('38.78069398022211', '-9.143658716154604')",Charneca,Lisboa,Lisboa
2012,votingImage56,"('38.77519472289878', '-9.160281775090338')",Lumiar,Lisboa,Lisboa
2013,votingImage560,"('38.7578288', '-9.121319')",Marvila,Lisboa,Lisboa
2014,votingImage561,"('38.78919195130035', '-9.154872505702714')",Charneca,Lisboa,Lisboa
2015,votingImage562,"('38.77693276911876', '-9.152937715009568')",Lumiar,Lisboa,Lisboa
2016,votingImage563,"('38.71966738536776', '-9.155768579562286')",Santa Isabel,Lisboa,Lisboa
2017,votingImage564,"('38.7642358114983', '-9.197454128352128')",None,Lisboa,Lisboa
2018,votingImage565,"('38.78335037449072', '-9.149299307201245')",Charneca,Lisboa,Lisboa
2019,votingImage566,"('38.78116015186858', '-9.154475055726284')",Charneca,Lisboa,Lisboa
2020,votingImage567,"('38.7264578', '-9.1735567')",Campolide,Lisboa,Lisboa
2021,votingImage568,"('38.77633122022419', '-9.155752435169427')",Lumiar,Lisboa,Lisboa
2022,votingImage569,"('38.76677492324676', '-9.16084812826635')",Lumiar,Lisboa,Lisboa
2023,votingImage57,"('38.7703206', '-9.1808')",Carnide,Lisboa,Lisboa
2024,votingImage570,"('38.75888280263303', '-9.199426176621117')",Encosta do Sol,Lisboa,Encosta do Sol
2025,votingImage571,"('38.7235434', '-9.1408605')",Arroios,Lisboa,Lisboa
2026,votingImage572,"('38.75315499935266', '-9.170162128591585')",São Domingos de Benfica,Lisboa,Lisboa
2027,votingImage573,"('38.73346853281318', '-9.16512736455991')",Campolide,Lisboa,Lisboa
2028,votingImage574,"('38.73672467617961', '-9.162061926439911')",Campolide,Lisboa,Lisboa
2029,votingImage575,"('38.7456714', '-9.1618235')",None,Lisboa,Lisboa
2030,votingImage576,"('38.7859883081748', '-9.142443575901265')",Charneca,Lisboa,Lisboa
2031,votingImage577,"('38.74364524810303', '-9.164424171852055')",São Sebastião da Pedreira,Lisboa,Lisboa
2032,votingImage578,"('38.7702787937874', '-9.146158156750296')",None,Lisboa,Lisboa
2033,votingImage579,"('38.75297844280274', '-9.183124403163362')",São Domingos de Benfica,Lisboa,Lisboa
2034,votingImage58,"('38.72886439862626', '-9.136173910454744')",Arroios,Lisboa,Lisboa
2035,votingImage580,"('38.77688345762683', '-9.15070103164796')",Lumiar,Lisboa,Lisboa
2036,votingImage581,"('38.74548280662285', '-9.154132299078508')",None,Lisboa,Lisboa
2037,votingImage582,"('38.75271674604493', '-9.130490290954581')",São João de Brito,Lisboa,Lisboa
2038,votingImage583,"('38.7372735553173', '-9.169588870563075')",Campolide,Lisboa,Lisboa
2039,votingImage584,"('38.73689541469314', '-9.162604109389715')",Campolide,Lisboa,Lisboa
2040,votingImage585,"('38.77202030881382', '-9.185059138442874')",Carnide,Lisboa,Lisboa
2041,votingImage586,"('38.72405500450996', '-9.13696513392124')",Arroios,Lisboa,Lisboa
2042,votingImage587,"('38.74845143393475', '-9.150354355208492')",Alvalade,Lisboa,Lisboa
2043,votingImage588,"('38.7610019', '-9.1983462')",None,Lisboa,Pontinha e Famões
2044,votingImage589,"('38.76917209734909', '-9.11453368530901')",Olivais,Lisboa,Lisboa
2045,votingImage59,"('38.75710747865002', '-9.167663543265117')",None,Lisboa,Lisboa
2046,votingImage590,"('38.75418506945721', '-9.149504516679396')",Alvalade,Lisboa,Lisboa
2047,votingImage591,"('38.74107525190567', '-9.13409850924678')",None,Lisboa,Lisboa
2048,votingImage592,"('38.75580486877844', '-9.186980213535698')",Carnide,Lisboa,Lisboa
2049,votingImage593,"('38.74362855624532', '-9.177813009862778')",São Domingos de Benfica,Lisboa,Lisboa
2050,votingImage594,"('38.73554788137542', '-9.128926283638757')",Penha de França,Lisboa,Lisboa
2051,votingImage595,"('38.74311549107902', '-9.154758451830718')",São Sebastião da Pedreira,Lisboa,Lisboa
2052,votingImage596,"('38.7832312', '-9.1245512')",None,Lisboa,Sacavém e Prior Velho
2053,votingImage597,"('38.7904006', '-9.1568996')",Charneca,Lisboa,Lisboa
2054,votingImage598,"('38.74107816787422', '-9.14800052949476')",São Sebastião da Pedreira,Lisboa,Lisboa
2055,votingImage599,"('38.74329559808543', '-9.1747078274536')",São Domingos de Benfica,Lisboa,Lisboa
2056,votingImage6,"('38.76200610534563', '-9.133958572185012')",São João de Brito,Lisboa,Lisboa
2057,votingImage60,"('38.78171065016211', '-9.143231614993182')",Charneca,Lisboa,Lisboa
2058,votingImage600,"('38.76353981242072', '-9.137440333182486')",None,Lisboa,Lisboa
2059,votingImage601,"('38.76927766700334', '-9.120515163896327')",Olivais,Lisboa,Lisboa
2060,votingImage602,"('38.77648294343766', '-9.18361858784472')",None,Lisboa,Pontinha e Famões
2061,votingImage603,"('38.78107517993811', '-9.165473650272519')",Lumiar,Lisboa,Lisboa
2062,votingImage604,"('38.76154540387077', '-9.135942164129517')",São João de Brito,Lisboa,Lisboa
2063,votingImage605,"('38.75852698326847', '-9.127573240390163')",None,Lisboa,Lisboa
2064,votingImage606,"('38.75313896715657', '-9.16559796105879')",None,Lisboa,Lisboa
2065,votingImage607,"('38.76780863644225', '-9.173633742715065')",Lumiar,Lisboa,Lisboa
2066,votingImage608,"('38.76443465852018', '-9.11553568171886')",Olivais,Lisboa,Lisboa
2067,votingImage609,"('38.77672235788351', '-9.164508924001481')",Lumiar,Lisboa,Lisboa
2068,votingImage61,"('38.78367614692625', '-9.159522746166648')",Charneca,Lisboa,Lisboa
2069,votingImage610,"('38.7517927', '-9.1090636')",Marvila,Lisboa,Lisboa
2070,votingImage611,"('38.75333838877974', '-9.108138114093911')",Marvila,Lisboa,Lisboa
2071,votingImage612,"('38.72403843067011', '-9.162454315351196')",Campolide,Lisboa,Lisboa
2072,votingImage613,"('38.75761056211567', '-9.177289628148355')",Carnide,Lisboa,Lisboa
2073,votingImage614,"('38.75038006794479', '-9.150340405915601')",Alvalade,Lisboa,Lisboa
2074,votingImage615,"('38.75646616231469', '-9.17867214074954')",São Domingos de Benfica,Lisboa,Lisboa
2075,votingImage616,"('38.7439128', '-9.133761')",None,Lisboa,Lisboa
2076,votingImage617,"('38.73660051852488', '-9.143678754851578')",São Sebastião da Pedreira,Lisboa,Lisboa
2077,votingImage618,"('38.74274388682401', '-9.158769744505518')",São Sebastião da Pedreira,Lisboa,Lisboa
2078,votingImage619,"('38.76438401135346', '-9.126739113416944')",Olivais,Lisboa,Lisboa
2079,votingImage62,"('38.7406961', '-9.1537013')",São Sebastião da Pedreira,Lisboa,Lisboa
2080,votingImage620,"('38.7643597', '-9.1692719')",Lumiar,Lisboa,Lisboa
2081,votingImage621,"('38.731108946983', '-9.171503182153781')",Campolide,Lisboa,Lisboa
2082,votingImage622,"('38.73860485957216', '-9.131139494791107')",None,Lisboa,Lisboa
2083,votingImage623,"('38.778049871325', '-9.148300881506607')",Charneca,Lisboa,Lisboa
2084,votingImage624,"('38.78749422100215', '-9.153369945668949')",Charneca,Lisboa,Lisboa
2085,votingImage625,"('38.75322998397255', '-9.12601490480263')",None,Lisboa,Lisboa
2086,votingImage626,"('38.75322998397255', '-9.12601490480263')",None,Lisboa,Lisboa
2087,votingImage627,"('38.73684819064582', '-9.165838932542556')",Campolide,Lisboa,Lisboa
2088,votingImage628,"('38.74865953780306', '-9.186001990877482')",São Domingos de Benfica,Lisboa,Lisboa
2089,votingImage629,"('38.7607658', '-9.1364911')",São João de Brito,Lisboa,Lisboa
2090,votingImage63,"('38.7349248', '-9.1176157')",Beato,Lisboa,Lisboa
2091,votingImage630,"('38.7662834', '-9.1785349')",Carnide,Lisboa,Lisboa
2092,votingImage631,"('38.76772205490806', '-9.197031220525584')",None,Lisboa,Lisboa
2093,votingImage632,"('38.7278423212224', '-9.15779874083755')",Campolide,Lisboa,Lisboa
2094,votingImage633,"('38.77836210268866', '-9.118735160978636')",Olivais,Lisboa,Lisboa
2095,votingImage634,"('38.76517644629605', '-9.121395709541913')",Olivais,Lisboa,Lisboa
2096,votingImage635,"('38.77407623681239', '-9.122597295592277')",Olivais,Lisboa,Lisboa
2097,votingImage636,"('38.73292241398097', '-9.1405351797584')",Arroios,Lisboa,Lisboa
2098,votingImage637,"('38.7597126', '-9.1084371')",Olivais,Lisboa,Lisboa
2099,votingImage638,"('38.77342142522721', '-9.121912084187542')",Olivais,Lisboa,Lisboa
2100,votingImage639,"('38.7651372779268', '-9.117174517385429')",Olivais,Lisboa,Lisboa
2101,votingImage64,"('38.77492025587733', '-9.11804919797531')",Olivais,Lisboa,Lisboa
2102,votingImage640,"('38.7439406', '-9.1841981')",Benfica,Lisboa,Lisboa
2103,votingImage641,"('38.7713569', '-9.1218561')",Olivais,Lisboa,Lisboa
2104,votingImage642,"('38.76893470674929', '-9.167880030212626')",Lumiar,Lisboa,Lisboa
2105,votingImage643,"('38.73058018068269', '-9.134463177956246')",Arroios,Lisboa,Lisboa
2106,votingImage644,"('38.73246459525021', '-9.135208751633222')",Arroios,Lisboa,Lisboa
2107,votingImage645,"('38.73668965592275', '-9.114738011452623')",Beato,Lisboa,Lisboa
2108,votingImage646,"('38.7755098', '-9.1579217')",Lumiar,Lisboa,Lisboa
2109,votingImage647,"('38.75566500086485', '-9.146334302480247')",São João de Brito,Lisboa,Lisboa
2110,votingImage648,"('38.78607909907021', '-9.172467174364083')",None,Lisboa,None
2111,votingImage649,"('38.7892057', '-9.142981')",None,Lisboa,"Camarate, Unhos e Apelação"
2112,votingImage65,"('38.7541552', '-9.111214099999998')",Marvila,Lisboa,Lisboa
2113,votingImage650,"('38.7712779', '-9.187244')",Carnide,Lisboa,Lisboa
2114,votingImage651,"('38.75064560485308', '-9.194785451455763')",Benfica,Lisboa,Lisboa
2115,votingImage652,"('38.76980717642556', '-9.115361783130886')",Olivais,Lisboa,Lisboa
2116,votingImage653,"('38.74346733934943', '-9.155355317583314')",São Sebastião da Pedreira,Lisboa,Lisboa
2117,votingImage654,"('38.76521914475277', '-9.170390518698362')",Lumiar,Lisboa,Lisboa
2118,votingImage655,"('38.74991391613754', '-9.18224156719748')",São Domingos de Benfica,Lisboa,Lisboa
2119,votingImage656,"('38.7763666', '-9.1869354')",None,Lisboa,Pontinha e Famões
2120,votingImage657,"('38.7774325', '-9.1211763')",Olivais,Lisboa,Lisboa
2121,votingImage658,"('38.77478384152808', '-9.147074903606244')",Lumiar,Lisboa,Lisboa
2122,votingImage659,"('38.76265389827259', '-9.12224821092482')",Olivais,Lisboa,Lisboa
2123,votingImage66,"('38.75745943078731', '-9.143502266662786')",São João de Brito,Lisboa,Lisboa
2124,votingImage660,"('38.73332733876779', '-9.18585781593269')",None,Lisboa,Lisboa
2125,votingImage661,"('38.7262727', '-9.1624339')",Campolide,Lisboa,Lisboa
2126,votingImage662,"('38.759963111404', '-9.18093037801877')",Carnide,Lisboa,Lisboa
2127,votingImage663,"('38.73398661159013', '-9.12622857152291')",Penha de França,Lisboa,Lisboa
2128,votingImage664,"('38.74466727341688', '-9.148892426154305')",None,Lisboa,Lisboa
2129,votingImage665,"('38.7433655', '-9.1801669')",None,Lisboa,Lisboa
2130,votingImage666,"('38.77920069093942', '-9.120872447675975')",Olivais,Lisboa,Lisboa
2131,votingImage667,"('38.7402622', '-9.1724661')",São Domingos de Benfica,Lisboa,Lisboa
2132,votingImage668,"('38.74701630783997', '-9.163046885542819')",None,Lisboa,Lisboa
2133,votingImage669,"('38.75569606898538', '-9.118208057847044')",Marvila,Lisboa,Lisboa
2134,votingImage67,"('38.74544979459965', '-9.147600023392139')",Alvalade,Lisboa,Lisboa
2135,votingImage670,"('38.75389004735425', '-9.187327754384318')",Carnide,Lisboa,Lisboa
2136,votingImage671,"('38.77428523681118', '-9.162152193673515')",Lumiar,Lisboa,Lisboa
2137,votingImage672,"('38.74661180210494', '-9.165492361411424')",São Domingos de Benfica,Lisboa,Lisboa
2138,votingImage673,"('38.73538692775166', '-9.14531490725707')",São Sebastião da Pedreira,Lisboa,Lisboa
2139,votingImage674,"('38.7346818611524', '-9.175370652164125')",Campolide,Lisboa,Lisboa
2140,votingImage675,"('38.76203391743431', '-9.172673426109274')",Lumiar,Lisboa,Lisboa
2141,votingImage676,"('38.7612854357093', '-9.131728672713878')",São João de Brito,Lisboa,Lisboa
2142,votingImage677,"('38.74252097287057', '-9.123354912685919')",None,Lisboa,Lisboa
2143,votingImage678,"('38.7602846', '-9.1878215')",Carnide,Lisboa,Lisboa
2144,votingImage679,"('38.7662895', '-9.1583824')",Lumiar,Lisboa,Lisboa
2145,votingImage68,"('38.74258605071526', '-9.166632873871425')",São Domingos de Benfica,Lisboa,Lisboa
2146,votingImage680,"('38.75147079060395', '-9.121394706043224')",Marvila,Lisboa,Lisboa
2147,votingImage681,"('38.7232348394685', '-9.172931630649828')",Campolide,Lisboa,Lisboa
2148,votingImage682,"('38.73505259819468', '-9.169011221449466')",Campolide,Lisboa,Lisboa
2149,votingImage683,"('38.74266407088921', '-9.152712544586336')",São Sebastião da Pedreira,Lisboa,Lisboa
2150,votingImage684,"('38.7321857', '-9.1513107')",São Sebastião da Pedreira,Lisboa,Lisboa
2151,votingImage685,"('38.7478848411191', '-9.124449716096251')",Marvila,Lisboa,Lisboa
2152,votingImage686,"('38.76453611067602', '-9.15629924670171')",Lumiar,Lisboa,Lisboa
2153,votingImage687,"('38.76920508044708', '-9.195373770861938')",None,Lisboa,Lisboa
2154,votingImage688,"('38.77461723217679', '-9.144548309908489')",Charneca,Lisboa,Lisboa
2155,votingImage689,"('38.73299330420106', '-9.169061405287042')",Campolide,Lisboa,Lisboa
2156,votingImage69,"('38.72675258370604', '-9.13483687951877')",Arroios,Lisboa,Lisboa
2157,votingImage690,"('38.77841015284029', '-9.188217008287975')",None,Lisboa,Pontinha e Famões
2158,votingImage691,"('38.74386547422752', '-9.139689983870927')",None,Lisboa,Lisboa
2159,votingImage692,"('38.74767100137063', '-9.148451793526945')",None,Lisboa,Lisboa
2160,votingImage693,"('38.7783487', '-9.1532715')",Lumiar,Lisboa,Lisboa
2161,votingImage694,"('38.73600653381109', '-9.166119628891401')",Campolide,Lisboa,Lisboa
2162,votingImage695,"('38.75656309868931', '-9.185615945881327')",Carnide,Lisboa,Lisboa
2163,votingImage696,"('38.74545811567324', '-9.151541872691965')",None,Lisboa,Lisboa
2164,votingImage697,"('38.76270031403125', '-9.143603091063062')",São João de Brito,Lisboa,Lisboa
2165,votingImage698,"('38.78574671580328', '-9.129466974771486')",None,Lisboa,Sacavém e Prior Velho
2166,votingImage699,"('38.76438401135346', '-9.126739113416944')",Olivais,Lisboa,Lisboa
2167,votingImage7,"('38.72778421972878', '-9.175392935445183')",Campolide,Lisboa,Lisboa
2168,votingImage70,"('38.7463111221331', '-9.16714209910587')",São Domingos de Benfica,Lisboa,Lisboa
2169,votingImage700,"('38.749826', '-9.11399')",Marvila,Lisboa,Lisboa
2170,votingImage701,"('38.74956465773181', '-9.196401669259643')",Benfica,Lisboa,Lisboa
2171,votingImage702,"('38.75260890869507', '-9.1818103729807')",São Domingos de Benfica,Lisboa,Lisboa
2172,votingImage703,"('38.74139354639752', '-9.143256162977796')",São Sebastião da Pedreira,Lisboa,Lisboa
2173,votingImage704,"('38.75791065190928', '-9.162253988126617')",Lumiar,Lisboa,Lisboa
2174,votingImage705,"('38.76996765661931', '-9.128120578468497')",Olivais,Lisboa,Lisboa
2175,votingImage706,"('38.7700490969908', '-9.148752616145126')",Lumiar,Lisboa,Lisboa
2176,votingImage707,"('38.73023468376617', '-9.172123403486278')",Campolide,Lisboa,Lisboa
2177,votingImage708,"('38.73833952782084', '-9.129185324623458')",None,Lisboa,Lisboa
2178,votingImage709,"('38.74998592870771', '-9.149633559892052')",Alvalade,Lisboa,Lisboa
2179,votingImage71,"('38.77938084088873', '-9.120605439475925')",Olivais,Lisboa,Lisboa
2180,votingImage710,"('38.74631360960886', '-9.183045361283039')",São Domingos de Benfica,Lisboa,Lisboa
2181,votingImage711,"('38.75103586818746', '-9.155656395086929')",None,Lisboa,Lisboa
2182,votingImage712,"('38.7882713', '-9.1524585')",Charneca,Lisboa,Lisboa
2183,votingImage713,"('38.7557459069886', '-9.113300512809293')",Marvila,Lisboa,Lisboa
2184,votingImage714,"('38.7268584', '-9.1662627')",Campolide,Lisboa,Lisboa
2185,votingImage715,"('38.74360418186857', '-9.194632641428912')",Benfica,Lisboa,Lisboa
2186,votingImage716,"('38.7399016', '-9.1368935')",None,Lisboa,Lisboa
2187,votingImage717,"('38.7322605479641', '-9.12181078779809')",São João,Lisboa,Lisboa
2188,votingImage718,"('38.74135323943493', '-9.129007678531348')",None,Lisboa,Lisboa
2189,votingImage719,"('38.77558641049562', '-9.178485965846859')",None,Lisboa,Lisboa
2190,votingImage72,"('38.7682405', '-9.1592875')",Lumiar,Lisboa,Lisboa
2191,votingImage720,"('38.75984606661095', '-9.116697279310602')",None,Lisboa,Lisboa
2192,votingImage721,"('38.76244652585353', '-9.17210416921182')",Lumiar,Lisboa,Lisboa
2193,votingImage722,"('38.7357454', '-9.1289116')",Penha de França,Lisboa,Lisboa
2194,votingImage723,"('38.74292599162075', '-9.181267251148459')",None,Lisboa,Lisboa
2195,votingImage724,"('38.7434307576566', '-9.127206885058445')",None,Lisboa,Lisboa
2196,votingImage725,"('38.77717194015852', '-9.15771044115576')",Charneca,Lisboa,Lisboa
2197,votingImage726,"('38.74440815831307', '-9.130436408051192')",None,Lisboa,Lisboa
2198,votingImage727,"('38.75171388111981', '-9.193985374503239')",Benfica,Lisboa,Lisboa
