ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
14-263820,2014-11-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5488797543637 43.4376516316511),0,0,0,0,0,6,2,0,1,0,0,0,0,8,0,3,0,0,20,12,56.0,125.0,26,300,1413.4209915889694
14-264143,2014-11-19,02-Intersection related,10-Not on roadway - left side,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4505273383148 43.4262560673725),0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,17,10,45.0,100.0,30,250,1026.9732643398474
14-270198,2014-11-20,03-At intersection,02-Thru lane,INTERSECTION,04-Freezing Rain,"08-Dark, artificial",MULTIPOINT (-80.4814613148999 43.4495471778522),1,0,0,0,0,51,6,0,10,0,1,7,0,54,0,16,0,0,145,68,301.0,685.0,192,1600,3536.211042576815
14-264776,2014-11-20,02-Intersection related,12-Off highway,INTERSECTION,05-Drifting Snow,01-Daylight,MULTIPOINT (-80.4476445369156 43.4230659680803),0,0,0,0,0,16,1,0,0,0,1,0,20,15,0,3,0,0,56,18,81.0,176.0,44,450,1753.8235112354791
14-265530,2014-11-21,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4565931161185 43.4215997932518),0,0,0,0,0,23,13,0,0,0,0,0,28,24,0,0,0,0,88,27,147.0,318.0,80,700,2091.2037409353006
14-266322,2014-11-22,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.52096253105969 43.4221912437051),0,0,0,0,0,24,2,2,2,0,0,0,0,21,0,8,0,0,59,34,170.0,394.0,78,770,1842.2949835667396
14-267918,2014-11-24,02-Intersection related,03-Left turn lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4965640368769 43.4312634758444),1,9580.0,0,0,9,31,21,0,41,0,1,0,0,56,0,45,0,26,230,168,541.0,1799.0,249,2170,12874.597007451912
14-267989,2014-11-24,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.44160083881251 43.4125473827139),0,0,2,0,2,35,5,0,21,2,0,0,0,40,0,52,0,0,159,71,288.0,525.0,151,1230,6869.05439824041
14-267832,2014-11-24,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4076718294456 43.391779683197),3,0,0,0,0,13,0,0,2,0,0,0,0,9,0,3,0,0,27,14,71.0,149.0,38,350,1773.57460119615
14-268591,2014-11-25,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4851314075205 43.4454328290521),1,0,0,0,0,8,4,0,0,0,0,1,0,13,0,0,0,0,26,20,64.0,129.0,60,500,1440.6965584152608
14-268633,2014-11-25,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
14-269410,2014-11-25,99-Other,99-Other,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5206229384532 43.4087184957685),5,45744.0,2,0,3,24,18,0,9,1,0,0,0,35,0,23,0,11,126,168,610.0,1760.0,285,2450,9022.010994289962
14-269495,2014-11-26,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4509179507147 43.44863650558),5,6208.0,0,0,3,41,23,0,15,0,0,0,0,39,0,14,0,0,135,150,578.0,1032.0,224,1950,6110.152038376779
14-270819,2014-11-27,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5388527852793 43.4426461734279),0,0,1,1,14,53,8,3,14,2,0,0,1,50,0,25,0,0,172,69,312.0,710.0,152,1580,7280.744151116728
14-274457,2014-11-27,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.501541742369 43.4477892276875),5,21994.0,3,2,2,43,32,3,29,4,0,11,0,72,0,45,0,3,249,142,485.0,932.0,241,2100,7166.183121486009
14-270125,2014-11-27,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,05-Dusk,MULTIPOINT (-80.44811750535089 43.4722071667771),0,0,4,0,5,16,1,0,13,2,0,0,0,11,0,2,0,0,54,25,141.0,269.0,57,600,4660.959000220833
14-270202,2014-11-27,01-Non intersection,02-Thru lane,MIDBLOCK,05-Drifting Snow,"06-Dusk, artificial",MULTIPOINT (-80.4435913661316 43.4251127822334),0,0,2,0,6,49,6,0,10,0,1,0,20,54,0,15,0,0,163,58,271.0,528.0,158,1400,4931.138114839613
14-270344,2014-11-27,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4744339309209 43.4244603167285),0,0,0,0,2,4,0,0,2,0,0,0,0,10,0,4,0,0,22,9,43.0,98.0,24,200,1460.4392186145321
14-269878,2014-11-27,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4646829824008 43.3976628208004),5,0.0,0,0,48,44,6,0,103,0,0,0,0,55,0,77,0,0,333,132,588.0,1375.0,238,2400,13170.457092753371
14-270614,2014-11-27,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4853559379264 43.4355653140508),1,0,4,0,4,23,8,0,6,3,0,0,0,25,0,14,0,0,87,33,153.0,309.0,70,850,3008.4837329268075
14-270644,2014-11-27,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.44206243480259 43.3945000745912),5,0,0,0,31,69,3,0,22,0,3,0,20,51,0,41,0,0,240,99,388.0,948.0,169,1750,7299.504040116015
14-269912,2014-11-27,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.50570626215961 43.4540699902728),0,0,0,0,0,10,2,0,0,0,0,0,0,11,0,1,0,0,24,12,41.0,100.0,24,250,731.0409700094478
14-270256,2014-11-27,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4553113609275 43.4206102343405),0,0,0,0,0,29,5,0,0,0,1,0,44,28,0,3,0,0,110,33,176.0,378.0,88,850,2720.799706943882
14-270270,2014-11-27,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.48685436413869 43.4526883651371),2,0,0,0,0,16,7,0,4,0,0,2,0,21,0,11,0,0,61,22,91.0,155.0,60,550,1356.0894962831399
14-271135,2014-11-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.518313547331 43.405216211697),0,0,0,0,0,14,0,0,1,0,1,0,0,20,0,1,0,0,37,48,234.0,472.0,99,1190,3411.9858525778977
14-271643,2014-11-28,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4665623593485 43.3920906804335),0,0.0,0,0,11,21,2,0,50,0,0,0,0,21,0,36,0,0,141,52,266.0,792.0,148,1250,6429.0230948564795
14-271054,2014-11-28,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5066370857493 43.4036430775557),0,0,0,0,1,19,0,0,2,0,0,0,0,22,0,3,0,0,47,26,131.0,334.0,84,700,2258.3043723070036
14-270574,2014-11-28,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49145368951039 43.4476135242246),4,8890.0,0,0,0,10,12,0,5,0,0,21,0,22,0,4,0,0,74,42,171.0,308.0,108,950,1784.957635911601
15-034105,2014-11-28,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4782661494349 43.4224522959349),0,0,0,0,1,23,2,0,5,0,2,0,28,22,0,7,0,1,91,34,177.0,330.0,80,720,2199.7011044099236
14-270669,2014-11-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.52138572272339 43.4035695615351),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,63.0,140.0,42,350,692.7078369150656
14-270432,2014-11-28,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4782661494349 43.4224522959349),0,0,0,0,1,23,2,0,5,0,2,0,28,22,0,7,0,1,91,34,177.0,330.0,80,720,2199.7011044099236
14-270816,2014-11-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5236162363894 43.4287485927165),0,39210.0,0,2,30,29,25,4,26,0,0,0,0,57,0,54,14,0,241,236,927.0,2052.0,242,3470,15011.84237129922
14-271447,2014-11-28,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.54415721518789 43.4251793671803),3,36024.0,0,0,29,76,13,3,31,0,0,0,0,87,0,45,0,0,284,201,779.0,1574.0,288,2990,10748.581158037645
14-271026,2014-11-28,04-At/near private drive,09-Right shoulder,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5042553549716 43.4273388356142),2,10938.0,0,0,2,23,8,0,4,0,0,0,0,29,0,8,0,0,74,85,302.0,627.0,156,1300,5595.665101673655
14-271508,2014-11-28,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.442355232449 43.4188870618104),7,3968.0,0,0,0,35,7,0,29,0,0,0,0,32,0,34,0,0,137,84,319.0,532.0,145,1180,6519.914723696092
14-271669,2014-11-28,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.48701507745049 43.4597317495347),2,0,5,0,9,47,18,0,8,2,1,2,0,50,1,5,0,0,148,86,364.0,1208.0,198,1900,5538.709668448014
14-271304,2014-11-29,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.4290160647033 43.3985393480803),0,0,0,0,1,18,0,0,0,0,0,0,4,16,0,0,0,0,39,26,115.0,247.0,82,560,3228.158205089403
14-273683,2014-12-01,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5000468687436 43.4419539469844),4,8890.0,0,0,0,13,13,0,6,0,0,21,0,24,0,5,0,0,82,43,170.0,319.0,96,900,2242.633988697424
14-274531,2014-12-02,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4482335951953 43.4441635773586),1,0,0,0,0,29,10,0,8,0,0,0,0,27,0,5,0,0,79,51,249.0,489.5,150,1250,3368.668097468052
14-274018,2014-12-02,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4731465665167 43.4178444391764),0,0,0,0,53,32,4,0,33,1,2,0,24,31,0,9,0,22,211,72,324.0,738.0,118,1270,5001.699401777919
14-275210,2014-12-04,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4727263398981 43.4525667351244),0,0,0,0,4,53,10,0,13,0,2,0,0,54,0,12,0,0,148,82,329.0,799.0,144,1450,3894.812633452066
14-275836,2014-12-04,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51655643793821 43.4567952246049),1,0,2,0,0,36,3,0,24,2,0,4,0,61,0,50,0,0,182,68,238.0,505.0,134,1200,3176.9017866941394
14-276151,2014-12-05,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.49585710066999 43.4432828605737),5,8890.0,4,0,2,25,19,0,11,3,0,21,12,37,0,18,0,0,152,57,228.0,414.0,112,1250,3968.8221373704478
14-276262,2014-12-05,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.48904856939809 43.4477144569259),0,1028.0,0,0,0,9,6,0,0,0,0,1,0,13,0,0,0,0,29,37,130.0,229.0,73,650,1439.6255858584448
14-277579,2014-12-07,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4498699505687 43.4419093766124),1,0,0,0,0,32,11,0,7,0,0,0,0,31,0,5,0,0,86,43,215.0,418.0,126,1050,3437.5615115167916
14-277752,2014-12-07,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4833461286393 43.413927861801),0,0,0,0,76,37,3,0,30,1,0,0,0,33,0,6,0,22,208,90,375.0,820.0,113,1450,5182.212035151833
14-279790,2014-12-09,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5035355150483 43.4398943127962),3,36024.0,0,0,1,42,26,3,20,0,0,0,0,56,0,27,0,0,175,102,368.0,867.0,204,1690,7221.35028135731
14-279228,2014-12-09,04-At/near private drive,02-Thru lane,MIDBLOCK,"07-Fog, mist, smoke, dust",07-Dark,MULTIPOINT (-80.442355232449 43.4188870618104),7,3968.0,0,0,0,35,7,0,29,0,0,0,0,32,0,34,0,0,137,84,319.0,532.0,145,1180,6519.914723696092
14-279646,2014-12-10,04-At/near private drive,11-Not on roadway - right side,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5148889925662 43.4122926546995),0,0,0,0,0,21,0,0,2,0,0,0,0,17,0,2,0,0,42,22,105.0,226.0,62,550,2026.970949499613
14-0286168,2014-12-11,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.47217887131811 43.4421263506623),18,293382.0,4,0,4,75,37,0,35,1,0,25,8,93,0,63,0,11,356,335,1264.0,3953.0,532,4650,17375.956833674132
14-280740,2014-12-11,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4599262569466 43.4021753589165),0,0,0,0,3,15,0,0,10,0,0,0,0,21,0,28,0,0,77,35,173.0,307.0,60,700,3636.2438791403056
14-280581,2014-12-11,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.53940584752149 43.4371707782551),0,0,0,0,0,13,1,0,1,0,0,0,0,13,0,1,0,0,29,24,112.0,238.0,58,600,2069.336500608404
14-280527,2014-12-11,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5079826565085 43.4536539970195),0,0,1,1,14,42,10,3,13,2,0,0,1,46,0,24,0,0,157,52,219.0,482.0,106,1150,6008.508358953383
14-281285,2014-12-12,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5021751002343 43.4354419456957),0,0,0,1,27,28,32,9,16,0,0,0,0,52,0,57,14,0,236,95,421.0,839.0,120,1690,4223.855252221623
14-280979,2014-12-12,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.459072347437 43.3996079403254),0,0,0,0,3,15,0,0,8,0,0,0,0,19,0,22,0,0,67,36,185.0,345.0,66,750,3716.692994435089
14-281475,2014-12-12,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4876110545474 43.4375898112051),0,0,4,0,2,37,24,0,22,3,1,0,0,53,0,36,0,0,182,59,273.0,566.0,121,1350,5175.465103752903
14-282480,2014-12-14,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,"02-Daylight, artificial",MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
14-284399,2014-12-16,04-At/near private drive,02-Thru lane,MIDBLOCK,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.495760830262 43.4119627290485),2,10938.0,0,0,58,42,8,0,34,1,1,0,28,43,0,13,0,22,250,135,528.0,1154.0,202,2090,8228.829951796695
14-285539,2014-12-17,04-At/near private drive,09-Right shoulder,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.41877677117471 43.4530604131993),0,0,0,0,0,8,1,0,2,0,0,0,0,12,0,2,0,0,25,25,129.0,272.0,66,640,2017.9418567138105
14-286383,2014-12-17,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5091447359527 43.4036637308846),0,0,0,0,1,29,0,0,3,0,1,0,0,35,0,4,0,0,73,64,318.0,710.0,162,1640,4165.36853378469
14-285032,2014-12-17,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.44160083881251 43.4125473827139),0,0,2,0,2,35,5,0,21,2,0,0,0,40,0,52,0,0,159,71,288.0,525.0,151,1230,6869.05439824041
14-285091,2014-12-17,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
14-285287,2014-12-17,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"02-Daylight, artificial",MULTIPOINT (-80.51284019796751 43.406299113387),0,0,0,0,1,26,0,0,3,0,1,0,0,32,0,4,0,0,67,62,309.0,692.0,156,1590,4018.2213796831325
14-285438,2014-12-18,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,03-Dawn,MULTIPOINT (-80.4505068163556 43.3914599088208),0,0,0,0,9,26,0,0,10,0,1,0,12,29,0,22,0,0,109,43,170.0,364.0,57,700,2590.076542257212
14-286054,2014-12-18,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.47815598707361 43.4315031764325),6,45744.0,2,0,3,34,26,0,11,1,0,0,0,43,0,28,0,11,159,175,655.0,1867.0,318,2640,8982.723913309506
14-286483,2014-12-19,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5191829168304 43.4551485627752),1,0,0,3,45,51,29,9,36,0,0,0,0,75,0,108,15,0,371,122,452.0,853.0,140,1700,3971.6524354709027
14-286570,2014-12-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51055955200751 43.4046094903839),0,0,0,0,1,14,0,0,2,0,0,0,0,17,0,3,0,0,37,30,151.0,370.0,96,800,2148.214348130136
14-286560,2014-12-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4488034668949 43.4334106730228),1,0,2,0,6,24,4,0,13,0,0,0,0,38,0,12,0,0,99,33,154.0,283.0,87,750,3291.971307849432
14-287011,2014-12-20,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4823780782361 43.4580257059674),7,26388.0,0,0,2,43,29,0,10,0,1,1,0,56,0,23,0,2,167,111,435.0,735.0,258,2200,4740.282211204595
14-287025,2014-12-20,02-Intersection related,10-Not on roadway - left side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4931516173619 43.4576821714156),2,0,11,0,9,45,16,0,8,5,0,0,0,50,1,5,0,0,150,77,313.0,1097.0,184,1670,5538.744166294387
14-292470,2014-12-20,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
14-289370,2014-12-23,01-Non intersection,02-Thru lane,MIDBLOCK,"07-Fog, mist, smoke, dust","08-Dark, artificial",MULTIPOINT (-80.47338301184 43.4433288092996),13,247638.0,2,0,1,55,18,0,26,0,1,25,0,74,0,41,0,0,243,189,761.0,2406.0,294,2750,9997.686769275804
14-289044,2014-12-23,03-At intersection,01-Within intersection,INTERSECTION,"07-Fog, mist, smoke, dust",01-Daylight,MULTIPOINT (-80.4067275209982 43.4513106750269),0,0,0,0,0,19,1,0,2,0,0,0,0,23,0,2,0,7,54,46,215.0,476.0,126,1140,3469.474098436277
14-045283,2014-12-24,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4123832978011 43.4396064515315),0,0,0,0,1,17,0,0,0,0,0,0,0,15,0,0,0,0,33,26,109.0,245.0,78,650,2389.503496978943
14-290055,2014-12-25,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.43647623230871 43.4524060386793),0,0,0,0,0,15,0,0,2,0,0,0,0,21,0,6,0,0,44,27,126.0,272.0,84,700,1570.542385055171
14-290861,2014-12-26,04-At/near private drive,09-Right shoulder,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.5445119747355 43.4419050290152),0,0,1,1,14,36,8,3,13,2,0,0,1,41,0,23,0,0,143,49,223.0,490.0,110,1150,5743.061847130154
14-290463,2014-12-26,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4889320668823 43.4371104324976),1,0,4,0,2,40,24,0,22,3,1,0,0,56,0,36,0,0,188,63,287.0,593.0,133,1450,5463.0765322624275
14-291395,2014-12-27,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4565931161185 43.4215997932518),0,0,0,0,0,23,13,0,0,0,0,0,28,24,0,0,0,0,88,27,147.0,318.0,80,700,2091.2037409353006
14-291331,2014-12-27,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5169945442686 43.451888379849),0,0,1,4,59,70,36,12,38,2,0,0,1,84,0,114,15,0,436,120,502.0,982.0,158,2050,7949.1572307495635
14-001151,2014-12-29,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5401384370885 43.4380749016303),0,0,0,0,0,13,1,0,1,0,0,0,0,13,0,1,0,0,29,22,101.0,213.0,52,550,2163.4893150877488
14-292691,2014-12-29,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.492119338862 43.4522281095685),2,722.0,2,0,0,23,16,0,5,0,0,14,0,40,0,12,0,0,112,48,229.0,414.0,141,1200,2677.96389302046
14-293181,2014-12-30,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4470158985895 43.3990462542172),6,15354.0,0,0,31,53,12,0,36,0,1,0,0,51,0,46,0,32,262,220,685.0,2366.0,310,2760,16395.31803487132
14-293735,2014-12-31,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.43161456727 43.3801042101764),0,0,0,0,2,39,1,0,0,0,0,0,0,40,0,4,0,0,86,86,446.0,1039.0,273,2301,5964.377301059018
15-000229,2015-01-01,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.41526800091241 43.4359146484244),0,0,0,0,0,20,0,0,0,1,0,0,4,16,0,0,0,0,41,30,134.0,291.0,82,750,3383.9039070352583
15-001276,2015-01-02,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4918407299816 43.4126477668528),0,0,0,0,56,31,2,0,30,1,1,0,28,26,0,5,0,22,202,72,325.0,749.0,112,1340,4969.586667889505
15-001486,2015-01-03,02-Intersection related,11-Not on roadway - right side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.491113321559 43.4494571842194),3,622.0,0,0,0,4,6,0,2,0,0,3,0,14,0,5,0,0,34,20,94.0,140.0,48,400,1013.4010932615699
15-001955,2015-01-03,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,02-Rain,07-Dark,MULTIPOINT (-80.45305376958829 43.3807346383658),0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,23,26,113.0,240.0,73,620,3152.355441942915
15-002027,2015-01-04,02-Intersection related,09-Right shoulder,INTERSECTION,04-Freezing Rain,"08-Dark, artificial",MULTIPOINT (-80.5456352333232 43.4223662756978),0,0,0,0,0,22,0,0,0,0,1,0,1,20,0,0,0,0,44,34,160.0,340.0,102,850,2469.116826306019
15-002821,2015-01-05,04-At/near private drive,02-Thru lane,MIDBLOCK,05-Drifting Snow,01-Daylight,MULTIPOINT (-80.5122953830268 43.4326717965529),2,10938.0,0,1,28,35,22,4,18,0,0,0,0,55,0,45,14,0,222,152,595.0,1192.0,192,2290,6983.050738563024
15-002809,2015-01-05,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4470911897761 43.458336301773),0,0,0,0,51,25,3,0,7,0,0,0,0,23,0,13,0,0,122,50,190.0,384.0,58,740,2337.8876517499484
15-002887,2015-01-05,02-Intersection related,02-Thru lane,INTERSECTION,06-Strong wind,01-Daylight,MULTIPOINT (-80.4408106371159 43.4094336646456),0,0,2,0,2,34,5,0,21,2,0,0,0,37,0,46,0,0,149,67,267.0,469.0,139,1130,6158.240083617288
15-004080,2015-01-06,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5184392442747 43.4444284135261),3,8566.0,0,0,2,14,4,0,4,0,0,0,0,29,0,14,0,0,67,78,266.0,472.0,120,1000,4442.268887166267
15-004831,2015-01-07,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4681025860904 43.401134273218),0,0,0,0,38,34,4,0,55,0,0,0,0,44,0,55,0,0,230,105,443.0,761.0,120,1600,9304.507183608965
15-004313,2015-01-07,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
15-004388,2015-01-07,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4619965700431 43.3964150281959),1,0.0,0,0,13,24,2,0,56,0,0,0,0,29,0,44,0,0,168,56,284.0,832.0,160,1350,7081.886457076739
15-004413,2015-01-07,03-At intersection,01-Within intersection,INTERSECTION,06-Strong wind,01-Daylight,MULTIPOINT (-80.48641765773461 43.4587389499214),0,0,7,0,0,39,14,0,0,1,1,2,0,36,0,1,0,0,101,53,232.0,540.0,152,1350,3511.91643090525
15-005289,2015-01-08,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4997044275292 43.4394359511545),1,0,0,1,26,42,28,4,19,0,0,0,0,62,0,40,14,0,236,121,527.0,1184.0,195,2340,5177.659149994738
15-005781,2015-01-08,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4827734367838 43.468428231531),0,0,0,0,1,21,4,0,0,0,0,0,0,24,0,0,0,0,50,23,109.0,240.0,72,600,2063.960084693722
