LOCATION,ACCIDENT_LOCATION,IMPACT_LOCATION,ENVIRONMENT_CONDITION,LIGHT,COLLISION_TYPE,DAY_OF_WEEK,MONTH,IS_WEEKEND,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
RESURRECTION DR,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,Monday,November,0,RESURRECTION DR,2,ROAD,MINOR,11.0,27.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1990.0,250.642311620043
RESURRECTION DR,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,Monday,November,0,RESURRECTION DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1990.0,145.90842473584
RESURRECTION DR,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,Monday,November,0,RESURRECTION DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1993.0,275.227479355342
DALEWOOD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,January,0,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1967.0,87.29480812791401
DALEWOOD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,January,0,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1967.0,272.192332077062
DALEWOOD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,January,0,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1967.0,98.5202872381003
DALEWOOD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Wednesday,January,0,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,283.679109177952
DAYTONA ST,99-Other,12-Off highway,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,June,1,DAYTONA ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1988.0,245.37571155031296
UDVARI CRES,04-At/near private drive,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,Sunday,June,1,UDVARI CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2002.0,90.3332275311459
UDVARI CRES,04-At/near private drive,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,Sunday,June,1,UDVARI CRES,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1999.0,82.3828143451269
UDVARI CRES,04-At/near private drive,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,Sunday,June,1,UDVARI CRES,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,250.803896934157
UDVARI CRES,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Thursday,December,0,UDVARI CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2002.0,90.3332275311459
UDVARI CRES,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Thursday,December,0,UDVARI CRES,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1999.0,82.3828143451269
UDVARI CRES,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Thursday,December,0,UDVARI CRES,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,250.803896934157
CHERRY ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,August,0,CHERRY ST,2,ROAD,MINOR,6.0,12.0,PAVED,TwoWay,PAVED,5,50,NO ACCESS,N,2000.0,191.635040167141
CHERRY ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,August,0,CHERRY ST,2,ROAD,LOCAL,9.0,14.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,240.288805171537
CHERRY ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,August,0,CHERRY ST,2,ROAD,MINOR,5.0,12.0,PAVED,TwoWay,PAVED,5,50,NO ACCESS,N,2000.0,129.53741079928002
WESTVIEW CRES,04-At/near private drive,09-Right shoulder,02-Rain,07-Dark,MIDBLOCK,Tuesday,August,0,WESTVIEW CRES,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,86.1966281625379
WESTVIEW CRES,04-At/near private drive,09-Right shoulder,02-Rain,07-Dark,MIDBLOCK,Tuesday,August,0,WESTVIEW CRES,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,341.625656855887
WESTVIEW CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,July,0,WESTVIEW CRES,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,86.1966281625379
WESTVIEW CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,July,0,WESTVIEW CRES,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,341.625656855887
RADCLIFFE DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,July,1,RADCLIFFE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,89.53088561365641
RADCLIFFE DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,July,1,RADCLIFFE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,181.762680506472
RADCLIFFE DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,July,1,RADCLIFFE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,107.86145769157301
RADCLIFFE DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,July,1,RADCLIFFE DR,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,75.5654441422897
RADCLIFFE DR,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,July,1,RADCLIFFE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,173.579736916918
CHESTNUT ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Tuesday,January,0,CHESTNUT ST,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,154.188426863589
CHESTNUT ST,01-Non intersection,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,Wednesday,February,0,CHESTNUT ST,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,154.188426863589
TU LANE ST,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Sunday,January,1,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
TU LANE ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Sunday,August,1,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
TU LANE ST,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,Sunday,June,1,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
TU LANE ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,April,0,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
TU LANE ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Thursday,January,0,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
TU LANE ST,04-At/near private drive,06-Two-way left turn lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Wednesday,November,0,TU LANE ST,2,ROAD,LOCAL,13.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1992.0,210.142773063736
BELTON DR,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,February,1,BELTON DR,1,BULB,LOCAL,11.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1969.0,79.56616683100759
BELTON DR,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Sunday,February,1,BELTON DR,2,ROAD,LOCAL,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1962.0,228.767604262471
CANNES ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,CANNES ST,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,231.67542011077305
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Saturday,March,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,Saturday,January,1,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,04-At/near private drive,10-Not on roadway - left side,02-Rain,"08-Dark, artificial",MIDBLOCK,Tuesday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Monday,November,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,Tuesday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,96.557926175331
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,76.89989079339242
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,81.1868027241666
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,98.7961001603796
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,37.39433212125021
ELM RIDGE DR,01-Non intersection,02-Thru lane,01-Clear,03-Dawn,MIDBLOCK,Thursday,July,0,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,242.343250892452
AUTUMN RIDGE TRAIL,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Wednesday,March,0,AUTUMN RIDGE TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1998.0,134.851112760347
AUTUMN RIDGE TRAIL,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Wednesday,March,0,AUTUMN RIDGE TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1997.0,352.465408452073
AUTUMN RIDGE TRAIL,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Wednesday,March,0,AUTUMN RIDGE TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1998.0,136.426006166233
AUTUMN RIDGE TRAIL,04-At/near private drive,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Wednesday,March,0,AUTUMN RIDGE TRAIL,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1997.0,49.5466161276645
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,59.30062337045261
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,119.192794505518
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,237.63004859011903
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,132.88301262568
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,88.0731876396862
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,87.4893642711331
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,Friday,February,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,82.1800603092889
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,November,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,59.30062337045261
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,November,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,119.192794505518
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,November,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,237.63004859011903
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,November,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,132.88301262568
ROYAL ORCHARD DR,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,Friday,November,0,ROYAL ORCHARD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,88.0731876396862
