OBJECTID,TRAFFICMARKINGID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CATEGORY,SUBCATEGORY,LOCATION_DESCRIPTION,LAST_YEAR_PAINTED,TIME_OF_WORK,ROADSEGMENTID,OWNERSHIP,Shape__Length
53827,66460,2019/02/20 11:30:12+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.58098496748089
53828,66461,2019/02/20 11:30:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.26017950172311
53829,66462,2019/02/20 11:30:45+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,512.283680822832
53830,66463,2019/02/20 11:31:12+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,152.38720277771
53831,66464,2019/02/20 11:31:22+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,139.626641717878
53832,66465,2019/02/20 11:31:42+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,525.630458709077
53833,66466,2019/02/20 11:32:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.30731012737701
53834,66467,2019/02/20 11:32:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.15463779694218
53835,66468,2019/02/20 11:32:27+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.33087822596967
53836,66469,2019/02/20 11:32:29+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.73634853552284
53837,66470,2019/02/20 11:32:36+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.0108910622876
53838,66471,2019/02/20 11:32:41+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.2868085412254
53839,66472,2019/02/20 11:32:49+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,14.1185981713038
53844,66477,2019/02/20 11:33:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,125.881392300515
53845,66478,2019/02/20 11:33:19+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,18.5704696401528
53846,66479,2019/02/20 11:34:05+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,75.0893426578895
53847,66480,2019/02/20 11:34:11+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,77.8421600732382
53848,66481,2019/02/20 11:34:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.26246501373232
53849,66482,2019/02/20 11:34:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.97826362259485
53850,66483,2019/02/20 11:34:26+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.99705227471746
53851,66484,2019/02/20 11:34:38+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,73.5263020290397
53852,66485,2019/02/20 11:34:45+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,124.3539701231
53853,66486,2019/02/20 11:35:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,407.63597764646
53854,66487,2019/02/20 11:35:33+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,410.489090725273
53855,66488,2019/02/20 11:36:34+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,475.156986801247
53856,66489,2019/02/20 11:37:00+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,471.170372651854
53857,66490,2019/02/20 11:37:31+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.96632687818008
53858,66491,2019/02/20 11:37:34+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.65066170372345
53859,66492,2019/02/20 11:38:09+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,531.681315810652
53860,66493,2019/02/20 11:38:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.9085953819668
53861,66494,2019/02/20 11:38:22+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,29.1668537521569
53862,66495,2019/02/20 11:38:25+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,33.0019735375991
53863,66496,2019/02/20 11:38:29+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.0230225811197
53864,66497,2019/02/20 11:38:33+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,34.4606854455475
53865,66498,2019/02/20 11:38:36+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,22.5175748489
53866,66499,2019/02/20 11:38:39+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.4312785528205
53867,66500,2019/02/20 11:38:45+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,42.20081412706
53868,66501,2019/02/20 11:38:49+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,30.0501544011817
53869,66502,2019/02/20 11:39:11+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,9.85779358794112
53870,66503,2019/02/20 11:39:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,14.2566585692565
53871,66504,2019/02/20 11:39:28+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.38232619212575
53872,66505,2019/02/20 11:39:31+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.48006674899811
53873,66506,2019/02/20 11:39:46+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,65.4997906864444
53874,66507,2019/02/20 11:39:53+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,60.0215764789302
53875,66508,2019/02/20 11:40:01+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,57.0459474572493
53876,66509,2019/02/20 11:40:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,269.930140215599
53877,66510,2019/02/20 11:40:26+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,147.803414081383
53878,66511,2019/02/20 11:40:41+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,386.022921402339
53879,66512,2019/02/20 11:41:04+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,391.671052273135
53880,66513,2019/02/20 11:41:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,274.938937415908
53881,66514,2019/02/20 11:41:30+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.35481664586011
53882,66515,2019/02/20 11:41:33+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.76311843418131
53883,66516,2019/02/20 11:41:55+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,151.539872183529
53884,66517,2019/02/20 11:42:01+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.80199483593022
53885,66518,2019/02/20 11:42:06+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.89072063005849
53886,66519,2019/02/20 11:42:10+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.34878365311417
53887,66520,2019/02/20 11:42:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.75528358602461
53888,66521,2019/02/20 11:42:42+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,159.572661941658
53889,66522,2019/02/20 11:43:45+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.11064882411136
53890,66523,2019/02/20 11:43:48+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.40588896699087
53891,66524,2019/02/20 11:43:55+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,159.52395798417
53892,66525,2019/02/20 11:44:08+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,177.141768562259
53893,66526,2019/02/20 11:44:33+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,250.979596534696
53894,66527,2019/02/20 11:44:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,95.6289794037715
53895,66528,2019/02/20 11:45:01+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,98.8421173255418
53896,66529,2019/02/20 11:45:22+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.6673383337378
53897,66530,2019/02/20 11:45:28+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.4706709805661
53898,66531,2019/02/20 11:45:32+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.03708593095973
53899,66532,2019/02/20 11:45:51+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,31.8805057154056
53900,66533,2019/02/20 11:45:54+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,31.3803075736401
53901,66534,2019/02/20 11:47:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,262.532687401464
53902,66535,2019/02/20 11:47:56+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,17.3307957823277
53903,66536,2019/02/20 12:01:55+00,2019/11/27 20:04:30+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,RIVER RD W AT VICTORIA ST N,,,,REGION,15.731421994414
53904,66537,2019/02/20 12:01:58+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,32.4674176856236
53905,66538,2019/02/20 12:02:01+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,30.7467077761544
53906,66539,2019/02/20 12:02:03+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.0545071087718
53907,66540,2019/02/20 12:02:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.95488614394995
53908,66541,2019/02/20 12:02:19+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.33105773327592
53909,66542,2019/02/20 12:02:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.79464569007393
53910,66543,2019/02/20 12:02:27+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.19755616120341
53911,66544,2019/02/20 12:02:32+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.07462029261112
53912,66545,2019/02/20 12:02:35+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.94448419465742
53913,66546,2019/02/20 12:02:42+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,102.686484361746
53914,66547,2019/02/20 12:03:09+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,462.620475846167
53915,66548,2019/02/20 12:03:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.0189321857882
53916,66549,2019/02/20 12:03:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.14326081345932
53917,66550,2019/02/20 12:03:25+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.19062056388026
53918,66551,2019/02/20 12:03:27+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.60498708117327
53919,66552,2019/02/20 12:03:50+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,106.8143122956
53920,66553,2019/02/20 12:03:58+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,99.1525723245778
53921,66554,2019/02/20 12:04:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,147.900956643072
53922,66555,2019/02/20 12:04:42+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,389.877648781104
53923,66556,2019/02/20 12:04:59+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,88.3056460758089
53924,66557,2019/02/20 12:05:07+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,93.3649450401351
53925,66558,2019/02/20 12:05:34+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,377.920678730861
53926,66559,2019/02/20 12:06:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,573.708173510131
53927,66560,2019/02/20 12:06:27+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.9263825827382
53928,66561,2019/02/20 12:06:38+00,2019/11/27 20:04:30+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,VICTORIA ST N AT BRUCE ST,,,,REGION,3.87242058876365
53929,66562,2019/02/20 12:06:42+00,2019/11/27 20:04:30+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,VICTORIA ST N AT BRUCE ST,,,,REGION,4.57390656745413
53931,66564,2019/02/20 12:08:06+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.8951850030065
53932,66565,2019/02/20 12:08:10+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,30.6422981991828
53933,66566,2019/02/20 12:08:16+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,26.7730063736324
53934,66567,2019/02/20 12:08:23+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,28.1148755978161
53935,66568,2019/02/20 12:08:46+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,81.4543015303982
53936,66569,2019/02/20 12:08:56+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,112.673255660326
53937,66570,2019/02/20 12:09:13+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.61689373984009
53938,66571,2019/02/20 12:09:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.96951684605386
53939,66572,2019/02/20 12:09:19+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.0556420468203
53940,66573,2019/02/20 12:09:26+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,128.419181961869
53941,66574,2019/02/20 12:09:38+00,2019/11/26 19:54:55+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,128.436568656568
53942,66575,2019/02/20 12:09:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.82925313427253
53943,66576,2019/02/20 12:09:47+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.53475888704143
53944,66577,2019/02/20 12:09:59+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,129.604812767808
53945,66578,2019/02/20 12:10:05+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,22.1677677210674
53946,66579,2019/02/20 12:10:08+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,40.8265679372078
53947,66580,2019/02/20 12:10:10+00,2019/11/27 08:43:06+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,32.5846773107406
53948,66581,2019/02/20 12:10:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,20.8268507125758
53949,66582,2019/02/20 12:10:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.0953792493571
53950,66583,2019/02/20 12:10:18+00,2019/11/27 08:43:28+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,KITCHENER,10.1998603028447
53953,66586,2019/02/20 12:10:31+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,68.4745844276695
53954,66587,2019/02/20 12:10:38+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,26.4971389342418
53955,66588,2019/02/20 12:10:41+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,26.9886852740019
53956,66589,2019/02/20 12:11:03+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,66.5897907752821
53957,66590,2019/02/20 12:11:10+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,55.6494454119418
53965,66598,2019/02/20 12:13:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.6064745835414
53966,66599,2019/02/20 12:13:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,5.68511963349015
53967,66600,2019/02/20 12:13:20+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,6.30671026539561
