,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
5310,TEMPLEWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,96.68572527135001
5311,TEMPLEWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,153.085857774394
5312,TEMPLEWOOD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,153.966593157195
5313,OLD HURON RD,2,ROAD,MINOR,8.0,12.0,PAVED,TwoWay,PAVED,2,50,NO ACCESS,Y,1871.0,276.950888849313
5314,DOON SOUTH DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,89.2650180604632
5315,DOON SOUTH DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,92.87907117581172
5316,DOON SOUTH DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,106.996941801034
5317,ELMBANK TRAIL,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,123.329040961861
5318,OTTERBEIN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1992.0,126.83418775626998
5319,GRAND RIVER BLVD,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1978.0,140.955341208885
5320,COURTLAND AVE E,3,ROAD,MAJOR,10.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,114.54616964741699
5321,EVENSTONE AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1969.0,17.238055194848698
5322,OLD CHICOPEE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,2000.0,163.300572588222
5323,FIFE AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,138.424801427842
5324,LARK ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1948.0,113.503035799359
5325,BIRCH AVE,2,ROAD,LOCAL,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,184.73383790101798
5326,ANVIL ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,24.783076887228603
5327,EAST AVE,4,ROAD,MAJOR,11.0,24.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1935.0,100.80413237506501
5328,SILVER ASPEN CRES,2,ROAD,LOCAL,8.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,608.087135546423
5329,PARKVALE CRT,2,ROAD,LOCAL,10.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,127.619759594904
5330,DOON RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1998.0,193.231383767623
5331,CARWOOD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,113.394726096849
5332,UPLANDS DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,227.67634139807498
5333,OTTAWA ST N,5,ROAD,MAJOR,19.0,37.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,68.10864278553929
5334,OTTAWA ST N,5,ROAD,MAJOR,10.0,37.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,133.01929639423201
5335,SIENNA ST,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,55.7888433988791
5336,SIENNA ST,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,76.12817838380441
5337,FORESTWOOD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2000.0,79.8761398667054
5338,KING ST BYPASS(HWY 8) KIT BND,2,HIGHWAY,HIGHWAY,13.0,75.0,PAVED,FromTo,PAVED,0,100,24HR,Y,,2867.8550854681703
5339,CHARLOTTE CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,347.414689645402
5340,WESTHEIGHTS DR,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,134.161642930659
5341,FRANKLIN ST N,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,209.215474301682
5342,MAX BECKER DR,2,ROAD,MINOR,10.0,28.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2003.0,149.76602004775899
5343,BLEAMS RD,5,ROAD,MAJOR,16.0,30.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,745.740912170532
5344,MILLWOOD CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,339.44836123294
5345,HEARTHWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1999.0,76.4900370978136
5346,THORNRIDGE CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,300.682930941943
5347,BETZNER AVE S,2,ROAD,LOCAL,7.0,13.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,63.8339979023555
5348,FISCHER HALLMAN RD,2,ROAD,MAJOR,8.0,30.0,GRAVEL,TwoWay,PAVED,0,60,24HR,N,0.0,325.787757478713
5349,LAURENTIAN DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1974.0,173.965568139659
5350,NORTHFOREST TRAIL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,172.450557199711
5351,FISCHER HALLMAN RD,2,ROUNDABOUT,MAJOR,10.0,26.0,PAVED,FromTo,PAVED,0,60,24HR,N,0.0,31.974212537791
5352,MEADOWRIDGE ST,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,300.93577044104
5353,UNION BLVD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,145.955732575918
5354,MARINA RD,2,ROAD,LANE,0.0,6.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1863.0,126.14159020503901
5355,EAGLECREST CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,81.7203593324106
5356,FALCONRIDGE DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,153.491661002964
5357,KING ST W,3,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,161.269210100789
5358,KING ST W,3,ROAD,MAJOR,17.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,138.641811115333
5359,EDWIN ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,271.18745280819303
5360,DOON SOUTH DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,89.7031996093466
5361,BLAIR CREEK DR,1,ROUNDABOUT,MINOR,9.0,24.8,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,22.427054529814402
5362,WATERMILL ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,262.146158740548
5363,PRINCE ALBERT BLVD,2,ROAD,LOCAL,7.0,8.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,115.75454901786999
5364,CONESTOGA PKY(HWY 7/8) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,107.0,PAVED,FromTo,PAVED,6,50,24HR,N,,624.7625360913739
5365,CONESTOGA PKY(HWY 7/8) STRA BND HWY,2,HIGHWAY,HIGHWAY,8.0,82.0,PAVED,FromTo,PAVED,0,90,24HR,N,,1760.02130564303
5366,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,8.0,600.0,PAVED,FromTo,PAVED,0,50,24HR,N,,639.1185183054149
5367,C_PKY STR OFFRAMP,1,RAMP,HIGHWAY,8.0,600.0,PAVED,FromTo,PAVED,0,50,24HR,N,,289.877475752831
5368,C_PKY STR OFFRAMP,1,RAMP,HIGHWAY,19.0,225.0,PAVED,FromTo,PAVED,6,50,24HR,N,,449.09059138084604
5369,CONESTOGA PKY(HWY 7/8) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,147.0,PAVED,FromTo,PAVED,6,50,24HR,N,,551.344454321427
5370,CONESTOGA PKY(HWY 7/8) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,52.0,PAVED,FromTo,PAVED,6,50,24HR,N,,549.143114014075
5371,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,9.0,53.0,PAVED,FromTo,PAVED,0,50,24HR,N,,336.618350453513
5372,WELLINGTON ST N,4,ROAD,MAJOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,96.09319333924678
5373,ARNOLD ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1999.0,150.365769460221
5374,401 LON ONRAMP,1,RAMP,HIGHWAY,7.0,190.0,PAVED,FromTo,PAVED,6,50,24HR,N,,582.712405208862
5375,UNION BLVD,4,ROAD,MINOR,11.0,24.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,85.0081605582814
5376,HEIMAN ST,1,BULB,LOCAL,11.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1890.0,57.68627737262649
5377,DARLINGTON PL,1,BULB,LOCAL,9.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1986.0,72.0459542581805
5378,INGLESIDE PL,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1971.0,75.48205786601359
5379,BLACK MAPLE CRT,1,BULB,LOCAL,7.5,14.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2004.0,62.7522653927116
5380,DOON VILLAGE RD,2,BULB,LOCAL,9.0,40.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,65.85698538990249
5381,BROADVIEW CRT,1,BULB,LOCAL,8.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1974.0,81.4321439616519
5382,COURTLAND AVE E,3,ROAD,MAJOR,11.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,102.94919135216101
5383,MURRAYHILL CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,158.271582229449
5384,FALCONRIDGE DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,88.86607538713369
5385,FALCONRIDGE DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,78.4636796925338
5386,LACKNER BLVD,3,ROAD,MAJOR,8.0,36.0,GRAVEL,TwoWay,PAVED,6,50,24HR,N,,360.56098259144403
5387,KING ST E,2,ROAD,MAJOR,7.0,70.0,GRAVEL,TwoWay,PAVED,6,50,24HR,N,,655.0122238481711
5388,WILLOW GREEN CRT,2,ROAD,LOCAL,12.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,137.354804566072
5389,HIGHLAND RD W,3,ROAD,MAJOR,11.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,178.913218859643
5390,COOPERSHAWK ST,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,271.848771651846
5391,MATTHEW CRT,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,70.8315982936494
5392,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,14.0,490.0,PAVED,FromTo,PAVED,0,50,24HR,N,,492.02726979949404
5393,OTTAWA ST N,4,ROAD,MAJOR,24.0,20.0,PAVED,TwoWay,PAVED,1,50,24HR,Y,0.0,11.5588701801289
5394,LUDOLPH ST,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,192.642276172002
5395,LUDOLPH ST,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,137.899305928593
5396,OTTAWA ST S,6,ROAD,MAJOR,22.0,31.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,102.591198911979
5397,FOREST GROVE LANE,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,128.135194702337
5398,SEABROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,96.9024341013109
5399,SEABROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,62.0075671296589
5400,SEABROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,76.34961370193149
5401,BRANDON AVE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,54.5673991043126
5402,ORCHARD PARK CRES,2,ROAD,LOCAL,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,43.9272209991537
5403,ALBION CRT,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1979.0,32.3645370431818
5404,TILLEY CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,80.1529873481609
5405,VICTORIA ST S,3,ROAD,MAJOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,98.0124432744651
5406,PEARWOOD CRT,2,ROAD,LOCAL,12.0,17.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1999.0,160.814387334139
5407,WATERMILL ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,89.8001329453001
5408,BLAIR CREEK DR,1,ROUNDABOUT,MINOR,9.0,24.8,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,23.8707536397602
5409,BLAIR CREEK DR,1,ROUNDABOUT,MINOR,9.0,24.8,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,46.55363318406239
5410,BLAIR CREEK DR,2,ROAD,MINOR,12.0,24.8,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,182.495020141985
5411,BLAIR CREEK DR,2,ROAD,MINOR,12.0,24.8,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,466.359381414812
5412,BLAIR CREEK DR,2,ROAD,MINOR,12.0,24.8,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,70.1009369040294
5413,PEARSON ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,246.535623125704
5414,RIVER RIDGE CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,38.9914091100558
5415,GRAVEL RIDGE PL,1,BULB,LOCAL,8.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,67.598495535886
5416,COURTLAND AVE E,2,ROAD,MAJOR,11.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,94.3476312047684
5417,PIONEER GROVE CRT,1,BULB,LOCAL,8.0,60.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,118.362079696015
5418,SHUH AVE,2,ROAD,LOCAL,9.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,17.996088914195603
5419,FREDERICK ST,4,ROAD,MAJOR,12.0,25.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SAT,N,,288.712219503072
5420,BLACK MAPLE CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,76.3759747831572
5421,BRASSEY CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,47.6490524566714
5422,ISAIAH PL,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2008.0,21.695830514669698
5423,WOODCREST CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,115.849881582443
5424,TIMBER RIDGE CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,111.094931788863
5425,CHARTWELL CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,55.51985913880429
5426,CARNABY PL,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,64.13844022266211
5427,ROBERT FERRIE DR,1,ROUNDABOUT,MINOR,7.0,45.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,21.436504380723697
5428,MITTON PL,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,145.743330936687
5429,WESTMOUNT RD W,4,ROAD,MAJOR,11.0,24.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,121.567109468015
5430,TAMROTH CLOSE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1951.0,64.9300815690627
5431,MAGDALENA CRT,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,61.4104795044003
5432,VICTORIA ST N,4,ROAD,MAJOR,14.0,20.0,PAVED,TwoWay,PAVED,1,50,24HR,N,0.0,31.797980362953602
5433,OLD ZELLER DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,167.35490455942
5434,OLD ZELLER DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,GRAVEL,6,50,NO ACCESS,N,2006.0,222.734493176248
5435,OLD ZELLER DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,GRAVEL,6,50,NO ACCESS,N,2007.0,259.92662137228297
5436,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,156.630379750608
5437,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,158.935033743857
5438,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,155.002882641752
5439,LINTON PL,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,58.369359855500704
5440,QUEEN ST S,3,ROAD,MAJOR,10.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,165.978171933842
5441,CONESTOGA PKY(HWY 7) STRA BND HWY,2,HIGHWAY,HIGHWAY,14.0,105.0,PAVED,FromTo,PAVED,6,50,24HR,N,,603.361781664057
5442,CONESTOGA PKY(HWY 7) STRA BND HWY,3,HIGHWAY,HIGHWAY,14.0,73.0,PAVED,FromTo,PAVED,0,90,24HR,N,,583.888059983018
5443,CONESTOGA PKY(HWY 85) STRA BND HWY,2,HIGHWAY,HIGHWAY,14.0,112.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,2241.39942011802
5444,C_PKY WAT OFFRAMP,1,RAMP,HIGHWAY,8.0,490.0,PAVED,FromTo,PAVED,0,50,24HR,N,,314.189865126244
5445,C_PKY STR OFFRAMP,1,RAMP,HIGHWAY,14.0,355.0,PAVED,FromTo,PAVED,0,50,24HR,N,,451.169702753227
5446,CONESTOGA PKY(HWY 85) STRA BND HWY,2,HIGHWAY,HIGHWAY,14.0,343.0,PAVED,FromTo,PAVED,0,90,24HR,N,,357.67095345844
5447,CONESTOGA PKY(HWY 85) STRA BND HWY,2,HIGHWAY,HIGHWAY,14.0,112.0,PAVED,FromTo,PAVED,0,90,24HR,N,,538.772509389926
5448,CONESTOGA PKY(HWY 7) STRA BND HWY,2,HIGHWAY,HIGHWAY,24.0,95.0,PAVED,FromTo,PAVED,6,50,24HR,N,,967.7880822319889
5449,HOMER WATSON BLVD,6,ROAD,MAJOR,19.0,46.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,422.634542477761
5450,GROVEHILL CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,176.41097219565398
5451,GROVEHILL CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,288.795660001652
5452,GROVEHILL CRES,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,140.399139366755
5453,WOLFDALE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,73.6375824404779
5454,AMAND DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,148.261883639398
5455,GROVEHILL CRES,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,76.0803151404463
5456,SEABROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,106.144911561921
5457,ORR CRT,2,ROAD,LOCAL,10.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,57.061257027681506
5458,WEBER ST W,4,ROAD,MAJOR,13.0,23.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,111.869569821523
5459,WEBER ST E,4,ROAD,MAJOR,15.0,23.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,270.697554363396
5460,KENNETH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,302.479947173307
5461,EVENS POND CRT,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,112.325422921966
5462,GRAY ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,265.309573589224
5463,OTTERBEIN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,115.970081785422
5464,CARTIER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,76.2444984460893
5465,CLIVE RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,269.674083256934
5466,DEKAY ST,2,ROAD,LOCAL,6.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,174.208862604663
5467,BELTON DR,2,ROAD,LOCAL,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1962.0,228.767604262471
5468,MEADOWBROOK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1969.0,116.940220668696
5469,BROADVIEW CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,70.11043355092811
5470,FOREST HILL DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,N,1959.0,257.872304731875
5471,DAIMLER DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1995.0,112.64252781291901
5472,YELLOW BIRCH DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,46.2661428752614
5473,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,83.9772927665906
5474,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,270.25004658105
5475,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,80.9761080297559
5476,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,87.68746668546471
5477,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,163.70313218483102
5478,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,243.939008673594
5479,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,167.222904763912
5480,ST VINCENT ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,128.386390605821
5481,LAWRENCE AVE,2,ROAD,LOCAL,9.0,25.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1915.0,100.166573734338
5482,,2,ROAD,LANE,8.0,3.0,PAVED,TwoWay,PAVED,8,50,NO ACCESS,N,1947.0,138.320228034541
5483,,2,ROAD,LANE,10.0,4.0,PAVED,TwoWay,PAVED,8,50,NO ACCESS,N,1915.0,60.0631949745793
5484,KINGSTON CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,447.788160699969
5485,CONESTOGA PKY(HWY 7) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,105.0,PAVED,FromTo,PAVED,0,90,24HR,N,,480.386312518051
5486,CONESTOGA PKY(HWY 7) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,76.0,PAVED,FromTo,PAVED,0,90,24HR,N,,351.245490943686
5487,C_PKY WAT ONRAMP,1,RAMP,HIGHWAY,12.0,214.0,PAVED,FromTo,PAVED,6,50,24HR,N,,44.1256342263405
5488,CONESTOGA PKY(HWY 7) WAT BND HWY,2,HIGHWAY,HIGHWAY,12.0,83.0,PAVED,FromTo,PAVED,0,90,24HR,N,,1385.66926997446
5489,INDIAN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,40,NO ACCESS,N,1965.0,173.60408091814202
5490,KING ST BYPASS(HWY 8) CAM BND,2,HIGHWAY,HIGHWAY,8.0,91.0,PAVED,FromTo,PAVED,0,100,24HR,Y,,2063.17231556455
5491,EIGHTH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,141.697439543571
5492,KING ST E,3,ROAD,MAJOR,14.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,22.198692349073802
